District,Year,Crop,Season,Area_Cultivated_Hectares,Average_Temperature_C,Total_Rainfall_mm,Humidity_Percent,Soil_Type,Soil_pH,Nitrogen_N_kg_per_ha,Phosphorus_P_kg_per_ha,Potassium_K_kg_per_ha,Irrigation_Availability,Yield_kg_per_ha,Total_Yield_kg
Satara,2017,Rice,Zaid,23.88,25.3,1541.1,60.1,Loamy,6.5,84.34,32.91,47.07,Rainfed,2580.58,61626.69
Satara,2017,Rice,Zaid,21.05,22.5,1844.8,81.9,Clayey,6.56,81.14,44.69,56.05,Rainfed,3477.04,73197.4
Satara,2017,Soybean,Rabi,7.52,30.3,343.0,62.6,Black,6.31,42.92,86.98,35.63,Irrigated,2307.44,17354.85
Satara,2017,Soybean,Kharif,3.73,28.7,703.7,50.9,Red,7.43,31.88,35.94,71.66,Rainfed,1959.96,7303.36
Satara,2017,Soybean,Rabi,42.32,25.6,824.7,56.4,Laterite,7.0,49.77,48.46,36.2,Rainfed,1838.66,77815.16
Satara,2017,Sugarcane,Zaid,4.52,23.3,2149.3,69.4,Sandy,6.21,152.52,92.99,90.93,Partially Irrigated,56819.03,256760.37
Satara,2017,Sugarcane,Zaid,16.4,31.5,2772.8,46.0,Sandy,5.67,228.95,95.85,122.43,Rainfed,62098.49,1018280.81
Satara,2017,Sugarcane,Zaid,26.29,32.2,2049.7,88.5,Laterite,6.89,267.63,47.27,83.43,Partially Irrigated,64504.22,1695832.96
Satara,2017,Sugarcane,Kharif,11.99,32.8,450.4,61.2,Laterite,6.5,34.95,60.84,88.33,Irrigated,34999.61,419805.46
Satara,2017,Sunflower,Kharif,5.19,29.3,453.4,85.3,Sandy,6.85,64.94,55.35,79.23,Irrigated,1875.04,9727.45
Satara,2017,Sunflower,Rabi,8.71,27.9,549.2,72.1,Laterite,6.53,35.32,45.94,42.44,Irrigated,1185.81,10329.07
Satara,2017,Sunflower,Rabi,20.29,31.6,458.2,69.6,Black,6.7,86.22,70.14,52.67,Irrigated,1691.79,34327.04
Satara,2017,Sunflower,Rabi,5.26,29.4,443.0,81.8,Laterite,6.75,85.49,40.18,50.32,Rainfed,1109.09,5830.75
Satara,2017,Sunflower,Zaid,25.91,23.5,525.5,70.8,Black,6.85,82.24,39.67,39.28,Partially Irrigated,1247.61,32327.94
Satara,2017,Sunflower,Zaid,10.82,28.7,426.2,47.6,Sandy,7.15,55.43,39.19,18.42,Irrigated,943.02,10201.63
Satara,2017,Sunflower,Zaid,26.38,14.3,505.7,56.9,Loamy,6.13,87.27,55.81,70.9,Irrigated,1799.75,47482.1
Satara,2017,Wheat,Kharif,23.21,9.4,700.1,60.0,Laterite,6.16,132.64,65.22,46.18,Partially Irrigated,2599.91,60346.98
Solapur,2017,Bajra,Zaid,43.5,17.3,414.3,75.4,Black,7.37,47.34,23.8,35.31,Irrigated,1407.38,61226.48
Solapur,2017,Bajra,Zaid,32.63,27.8,363.7,46.1,Sandy,7.22,28.83,41.53,41.32,Partially Irrigated,1487.87,48545.25
Solapur,2017,Bajra,Kharif,12.81,29.7,486.2,47.1,Black,6.75,65.61,54.16,30.54,Rainfed,1581.05,20246.82
Solapur,2017,Cotton,Rabi,30.92,29.0,743.2,75.3,Black,6.91,75.99,38.19,39.32,Rainfed,1968.35,60851.88
Solapur,2017,Cotton,Kharif,44.69,36.2,655.8,84.3,Red,7.07,61.99,36.79,31.15,Partially Irrigated,1543.2,68964.62
Solapur,2017,Cotton,Rabi,35.47,29.8,733.3,65.6,Sandy,6.08,69.31,50.54,18.2,Rainfed,1265.73,44889.79
Solapur,2017,Cotton,Rabi,45.85,28.5,895.1,84.1,Sandy,7.3,99.18,51.72,47.18,Irrigated,3020.61,138487.09
Solapur,2017,Groundnut,Rabi,19.9,22.7,532.3,83.3,Black,6.37,29.08,37.67,58.08,Rainfed,1184.79,23583.19
Solapur,2017,Groundnut,Rabi,19.1,32.4,433.0,57.3,Red,6.62,31.68,49.14,96.27,Rainfed,1468.17,28039.3
Solapur,2017,Groundnut,Rabi,8.48,34.8,803.6,58.9,Clayey,6.05,23.98,44.2,68.96,Partially Irrigated,1130.02,9585.67
Solapur,2017,Jowar,Zaid,24.29,32.9,469.3,74.0,Loamy,7.63,60.0,32.92,29.76,Irrigated,2058.69,50005.99
Solapur,2017,Jowar,Kharif,43.42,29.4,638.3,59.0,Sandy,7.48,74.32,55.41,46.17,Rainfed,2054.21,89195.39
Solapur,2017,Maize,Rabi,42.2,24.6,595.9,51.9,Sandy,6.12,97.17,47.97,61.58,Partially Irrigated,4517.19,190618.44
Solapur,2017,Maize,Rabi,47.11,25.4,550.1,45.8,Red,7.4,94.91,57.5,40.15,Partially Irrigated,2992.62,140987.46
Solapur,2017,Maize,Rabi,44.75,24.6,608.6,86.2,Clayey,7.02,140.42,30.56,66.74,Irrigated,5237.84,234384.02
Solapur,2017,Maize,Rabi,39.94,19.9,722.8,56.5,Laterite,6.35,140.13,51.98,48.88,Irrigated,4962.24,198198.15
Solapur,2017,Maize,Zaid,20.7,26.7,551.6,40.8,Clayey,6.5,95.81,36.21,43.97,Rainfed,2842.01,58838.58
Solapur,2017,Rice,Rabi,33.0,28.2,1067.4,66.4,Red,6.42,119.38,41.01,41.94,Rainfed,3164.5,104440.26
Solapur,2017,Rice,Kharif,48.76,22.5,1327.0,70.3,Sandy,5.95,111.63,41.03,59.16,Partially Irrigated,4023.72,196195.02
Solapur,2017,Rice,Kharif,42.72,23.1,1031.5,73.1,Clayey,5.86,105.12,58.92,70.23,Rainfed,4396.28,187807.21
Solapur,2017,Rice,Zaid,13.35,24.0,1108.5,58.4,Loamy,5.55,111.42,36.09,55.19,Rainfed,3473.66,46370.31
Solapur,2017,Sugarcane,Kharif,45.13,29.8,1742.4,65.2,Black,5.89,152.89,89.75,151.59,Partially Irrigated,67213.05,3033506.82
Solapur,2017,Sunflower,Zaid,15.37,29.8,350.4,77.6,Red,7.06,95.08,49.82,36.54,Irrigated,1216.68,18697.06
Solapur,2017,Sunflower,Zaid,13.04,26.4,494.6,49.3,Loamy,6.45,92.46,49.39,67.89,Partially Irrigated,1907.82,24883.76
Solapur,2017,Wheat,Kharif,25.37,21.4,699.1,56.3,Laterite,6.87,74.52,35.65,55.81,Rainfed,2112.49,53584.25
Solapur,2017,Wheat,Rabi,18.65,10.7,686.5,81.8,Sandy,6.81,96.94,25.83,68.52,Irrigated,2406.95,44883.9
Wardha,2017,Cotton,Rabi,10.95,29.9,868.7,83.4,Clayey,7.02,108.77,29.09,47.34,Irrigated,2728.81,29893.66
Wardha,2017,Cotton,Zaid,22.92,35.2,491.6,83.2,Clayey,7.12,42.05,30.54,35.27,Partially Irrigated,1224.41,28063.39
Wardha,2017,Jowar,Kharif,44.39,27.4,307.9,44.8,Black,7.04,22.13,30.1,35.72,Partially Irrigated,1400.8,62176.96
Wardha,2017,Jowar,Rabi,1.4,26.0,549.2,51.4,Sandy,6.83,50.93,35.63,32.66,Partially Irrigated,2150.9,3011.2
Wardha,2017,Jowar,Zaid,28.52,28.3,321.9,53.8,Clayey,5.87,43.98,39.74,17.17,Rainfed,1208.23,34457.17
Wardha,2017,Maize,Rabi,18.39,21.3,743.1,65.5,Sandy,7.16,100.02,53.21,58.39,Rainfed,2898.17,53286.67
Wardha,2017,Maize,Zaid,32.62,24.6,464.1,72.1,Laterite,6.5,85.99,47.82,46.48,Irrigated,4079.72,133067.92
Wardha,2017,Maize,Zaid,39.52,23.9,727.0,64.9,Loamy,5.75,153.92,70.76,45.84,Partially Irrigated,4503.77,177988.96
Wardha,2017,Maize,Kharif,3.39,32.8,845.8,80.4,Loamy,6.9,95.18,38.77,46.43,Partially Irrigated,2764.39,9375.07
Wardha,2017,Rice,Zaid,11.26,25.1,2072.6,65.5,Sandy,6.2,128.21,56.03,51.65,Partially Irrigated,4158.34,46810.75
Wardha,2017,Rice,Zaid,37.59,31.2,1974.0,78.3,Red,5.46,114.93,70.65,37.96,Irrigated,4604.72,173072.53
Wardha,2017,Rice,Kharif,42.59,37.1,1394.1,54.5,Laterite,6.48,139.05,35.78,72.15,Irrigated,5054.44,215254.81
Wardha,2017,Rice,Kharif,1.64,34.4,1352.4,86.9,Black,6.25,90.08,65.54,68.58,Irrigated,6249.6,10221.68
Wardha,2017,Soybean,Zaid,26.97,23.2,660.8,62.1,Clayey,6.66,19.96,53.34,32.14,Rainfed,1302.61,35124.84
Wardha,2017,Soybean,Kharif,3.31,23.9,878.1,88.1,Red,7.27,43.81,88.71,30.85,Rainfed,1715.27,5676.58
Wardha,2017,Soybean,Rabi,32.85,22.2,562.1,71.5,Clayey,6.61,24.81,105.96,35.13,Rainfed,1756.64,57703.75
Wardha,2017,Soybean,Rabi,39.96,20.9,754.1,44.0,Clayey,5.95,25.66,71.08,61.31,Irrigated,2716.5,108557.16
Wardha,2017,Sugarcane,Rabi,21.85,32.3,2712.4,74.4,Black,6.67,91.2,79.54,103.05,Rainfed,36222.57,791322.86
Wardha,2017,Sugarcane,Zaid,27.09,22.1,2075.9,69.8,Black,6.34,120.77,114.22,140.89,Partially Irrigated,72203.96,1955700.55
Wardha,2017,Sunflower,Kharif,40.1,24.3,551.6,67.6,Red,6.19,60.85,43.18,36.8,Rainfed,952.7,38200.5
Wardha,2017,Sunflower,Rabi,49.11,22.6,602.4,81.0,Loamy,6.9,24.02,40.52,65.33,Irrigated,1011.76,49692.39
Wardha,2017,Sunflower,Rabi,15.44,27.2,225.0,67.0,Loamy,7.95,121.89,48.59,32.97,Partially Irrigated,1235.94,19083.76
Wardha,2017,Wheat,Kharif,36.69,21.2,405.5,71.0,Clayey,6.7,109.34,88.06,58.27,Rainfed,2778.84,101954.92
Wardha,2017,Wheat,Rabi,48.08,13.3,525.6,57.6,Sandy,6.8,133.65,35.75,50.61,Irrigated,2770.19,133180.48
Wardha,2017,Wheat,Kharif,45.41,21.0,595.1,54.6,Clayey,6.74,92.98,66.99,48.2,Partially Irrigated,3291.42,149469.4
Wardha,2017,Wheat,Rabi,41.4,18.3,472.9,74.5,Red,6.81,122.56,72.46,40.65,Irrigated,4067.79,168425.71
Yavatmal,2017,Bajra,Rabi,46.3,28.7,451.6,41.0,Loamy,7.16,60.46,33.02,16.39,Partially Irrigated,1410.39,65301.31
Yavatmal,2017,Bajra,Zaid,5.93,21.9,540.1,62.2,Sandy,8.11,78.28,24.53,37.19,Partially Irrigated,1789.58,10605.19
Yavatmal,2017,Bajra,Zaid,5.47,32.9,433.8,48.1,Loamy,7.39,34.87,55.53,17.82,Irrigated,1627.44,8908.28
Yavatmal,2017,Bajra,Rabi,1.64,28.2,452.6,73.9,Black,7.49,40.0,42.8,26.7,Rainfed,1336.84,2187.2
Yavatmal,2017,Cotton,Kharif,48.91,28.9,346.1,58.6,Loamy,6.95,90.77,36.09,33.99,Partially Irrigated,1451.31,70976.95
Yavatmal,2017,Groundnut,Kharif,15.18,36.6,528.5,60.6,Red,5.58,22.94,67.17,74.4,Partially Irrigated,1542.69,23421.9
Yavatmal,2017,Groundnut,Kharif,12.42,23.9,449.6,79.9,Black,6.65,17.27,40.35,51.17,Rainfed,892.34,11081.75
Yavatmal,2017,Groundnut,Kharif,7.81,24.4,692.1,87.7,Black,6.26,29.51,43.02,53.7,Rainfed,1421.33,11106.01
Yavatmal,2017,Jowar,Kharif,21.4,31.6,546.1,42.6,Black,7.3,28.37,32.17,31.62,Irrigated,2139.13,45770.5
Yavatmal,2017,Jowar,Rabi,31.22,34.6,513.9,68.8,Red,6.5,56.72,43.82,22.25,Partially Irrigated,1969.13,61466.84
Yavatmal,2017,Maize,Kharif,36.77,19.4,611.2,68.3,Black,5.83,130.37,23.57,45.21,Rainfed,2560.84,94152.44
Yavatmal,2017,Maize,Rabi,33.97,30.2,605.3,49.8,Clayey,6.79,65.2,48.55,68.06,Irrigated,4238.24,143985.65
Yavatmal,2017,Maize,Zaid,12.1,34.7,633.7,59.6,Red,5.92,80.87,63.76,32.11,Irrigated,3220.74,38970.68
Yavatmal,2017,Maize,Zaid,41.77,27.7,724.9,86.0,Laterite,6.14,125.31,36.27,30.03,Irrigated,3601.96,150469.35
Yavatmal,2017,Maize,Zaid,29.97,22.4,723.7,58.6,Clayey,6.09,97.34,37.3,38.47,Rainfed,2346.87,70327.34
Yavatmal,2017,Rice,Rabi,40.14,32.2,2293.6,73.6,Loamy,5.58,52.1,37.84,51.32,Partially Irrigated,2543.27,102095.86
Yavatmal,2017,Rice,Kharif,20.96,24.4,1494.9,76.3,Red,7.01,70.25,76.2,31.25,Partially Irrigated,4156.51,87114.7
Yavatmal,2017,Soybean,Zaid,21.94,30.6,687.9,74.0,Loamy,5.33,24.46,101.17,30.28,Partially Irrigated,1817.21,39877.96
Yavatmal,2017,Soybean,Zaid,16.97,25.6,785.2,78.8,Laterite,7.07,27.39,76.55,44.89,Partially Irrigated,1962.02,33297.22
Yavatmal,2017,Soybean,Kharif,4.04,33.0,628.3,77.1,Loamy,7.18,30.89,54.39,59.19,Rainfed,1613.72,6516.95
Yavatmal,2017,Soybean,Kharif,6.01,22.6,771.9,80.2,Clayey,6.24,30.02,104.0,65.77,Partially Irrigated,2615.12,15719.22
Yavatmal,2017,Soybean,Rabi,35.08,19.8,699.4,86.0,Loamy,7.35,44.0,78.74,29.77,Rainfed,1901.65,66702.16
Yavatmal,2017,Sugarcane,Rabi,11.48,35.5,2238.2,56.9,Black,7.19,183.79,120.94,60.69,Partially Irrigated,73240.74,840868.94
Yavatmal,2017,Sugarcane,Rabi,16.83,28.2,1934.4,69.5,Red,7.21,244.75,75.57,65.27,Irrigated,68936.88,1160300.63
Yavatmal,2017,Sugarcane,Zaid,12.39,25.6,3225.9,72.4,Sandy,7.82,169.86,100.85,85.17,Rainfed,40907.61,506784.86
Yavatmal,2017,Sugarcane,Kharif,3.92,35.2,2168.9,84.7,Loamy,7.63,121.31,83.2,110.52,Rainfed,50133.95,196665.71
Yavatmal,2017,Wheat,Zaid,46.14,27.5,473.0,63.5,Laterite,6.53,99.31,58.19,39.08,Irrigated,2808.76,129596.85
Yavatmal,2017,Wheat,Rabi,31.58,17.6,537.0,50.1,Sandy,6.36,148.11,93.8,53.92,Rainfed,3497.28,110460.77
Ahmednagar,2018,Bajra,Rabi,39.66,28.6,581.7,71.9,Sandy,7.72,43.07,35.14,28.56,Rainfed,1086.46,43088.49
Ahmednagar,2018,Bajra,Zaid,47.75,27.6,556.4,46.5,Clayey,7.63,54.65,35.63,22.0,Rainfed,1112.15,53107.28
Ahmednagar,2018,Bajra,Kharif,24.5,33.5,423.9,86.9,Black,7.26,97.07,37.78,26.38,Partially Irrigated,1848.18,45278.4
Ahmednagar,2018,Bajra,Rabi,7.18,34.4,398.9,84.6,Loamy,8.66,64.52,55.88,42.06,Irrigated,2306.99,16571.4
Ahmednagar,2018,Cotton,Rabi,18.79,31.4,921.6,45.6,Red,7.47,74.65,52.78,57.43,Irrigated,2408.56,45247.68
Ahmednagar,2018,Cotton,Rabi,6.62,33.2,802.5,50.0,Sandy,7.69,111.88,34.25,32.54,Rainfed,1634.17,10813.73
Ahmednagar,2018,Cotton,Zaid,15.79,31.3,963.5,79.9,Loamy,7.06,101.8,57.03,45.28,Rainfed,1832.32,28935.69
Ahmednagar,2018,Cotton,Kharif,37.92,28.8,523.1,86.6,Clayey,7.31,95.41,44.77,58.09,Irrigated,2832.04,107380.99
Ahmednagar,2018,Groundnut,Kharif,2.06,35.5,659.8,44.3,Red,7.33,27.6,62.3,49.71,Rainfed,1476.54,3042.77
Ahmednagar,2018,Groundnut,Kharif,38.71,26.8,455.3,75.1,Black,6.64,20.79,56.23,97.3,Partially Irrigated,1810.08,70063.91
Ahmednagar,2018,Groundnut,Zaid,35.3,30.1,520.6,50.2,Black,7.29,41.13,52.4,70.04,Partially Irrigated,1919.07,67742.1
Ahmednagar,2018,Groundnut,Zaid,27.29,29.3,796.8,53.9,Black,6.37,35.33,33.46,41.53,Irrigated,1508.08,41149.92
Ahmednagar,2018,Jowar,Zaid,9.1,35.6,524.9,61.8,Black,6.27,81.44,48.1,14.56,Irrigated,2647.32,24098.99
Ahmednagar,2018,Jowar,Kharif,44.8,28.0,374.0,61.4,Red,7.12,65.99,29.59,33.22,Irrigated,2243.0,100497.3
Ahmednagar,2018,Jowar,Zaid,15.37,27.9,470.6,67.7,Clayey,7.25,66.15,35.81,32.47,Partially Irrigated,2351.64,36145.19
Ahmednagar,2018,Jowar,Zaid,18.84,31.8,503.6,84.3,Red,6.37,78.42,59.23,29.45,Partially Irrigated,2773.93,52253.95
Ahmednagar,2018,Maize,Rabi,46.64,28.5,703.2,56.5,Black,6.29,133.5,55.17,46.9,Partially Irrigated,3588.41,167358.98
Ahmednagar,2018,Maize,Kharif,35.61,20.3,459.5,64.4,Laterite,7.54,117.53,27.32,70.94,Rainfed,2574.15,91670.83
Ahmednagar,2018,Rice,Kharif,23.14,30.1,1507.5,89.0,Sandy,6.47,104.8,21.71,56.09,Rainfed,3010.1,69644.02
Ahmednagar,2018,Soybean,Zaid,16.84,20.4,376.4,56.8,Loamy,7.45,29.89,58.69,70.44,Partially Irrigated,2105.72,35457.11
Ahmednagar,2018,Sugarcane,Rabi,36.77,33.3,1800.8,77.4,Sandy,7.2,254.29,76.05,131.51,Irrigated,79594.98,2926678.18
Ahmednagar,2018,Sugarcane,Rabi,6.04,34.8,2280.4,69.1,Laterite,6.38,260.21,110.97,103.7,Rainfed,55376.07,334279.91
Ahmednagar,2018,Sunflower,Zaid,5.97,29.5,508.3,56.8,Laterite,6.36,56.9,51.3,66.93,Rainfed,1001.57,5975.92
Ahmednagar,2018,Wheat,Kharif,30.87,25.6,594.9,89.3,Red,6.78,62.48,61.13,51.35,Rainfed,2005.19,61891.66
Ahmednagar,2018,Wheat,Rabi,31.9,23.5,527.9,72.5,Loamy,6.37,118.03,66.79,22.93,Rainfed,2285.7,72922.37
Ahmednagar,2018,Wheat,Zaid,42.21,20.7,393.7,73.9,Loamy,6.79,66.32,60.47,63.23,Rainfed,2281.99,96314.66
Ahmednagar,2018,Wheat,Kharif,44.89,24.6,488.5,41.3,Sandy,6.9,97.76,62.4,49.08,Partially Irrigated,2653.68,119112.41
Ahmednagar,2018,Wheat,Rabi,21.14,26.6,756.5,40.8,Sandy,6.58,106.85,73.88,76.82,Irrigated,3733.1,78933.31
Ahmednagar,2018,Wheat,Kharif,19.49,23.1,359.3,82.5,Laterite,7.09,205.64,58.93,50.32,Partially Irrigated,3044.1,59336.72
Ahmednagar,2018,Wheat,Zaid,24.51,20.8,836.9,83.1,Clayey,6.15,58.9,35.45,54.92,Irrigated,2132.18,52259.67
Akola,2018,Cotton,Rabi,2.88,26.4,1088.5,73.8,Laterite,6.29,107.43,53.73,45.78,Rainfed,1521.5,4385.61
Akola,2018,Cotton,Zaid,39.53,27.0,1283.8,85.7,Loamy,6.58,89.2,66.96,43.85,Irrigated,2427.59,95959.06
Akola,2018,Cotton,Kharif,16.58,28.2,738.8,64.2,Loamy,5.48,65.22,36.86,42.18,Irrigated,2038.26,33785.69
Akola,2018,Cotton,Kharif,37.38,37.9,542.2,51.9,Sandy,6.86,87.11,46.17,19.22,Partially Irrigated,1543.78,57705.3
Akola,2018,Groundnut,Rabi,17.53,27.7,733.9,76.6,Laterite,6.24,37.84,51.44,77.35,Rainfed,2012.98,35283.23
Akola,2018,Groundnut,Kharif,21.42,29.9,574.1,57.2,Black,6.5,18.22,41.36,96.46,Rainfed,1486.7,31838.95
Akola,2018,Groundnut,Rabi,17.28,26.5,645.8,66.2,Laterite,6.4,37.23,43.92,81.7,Rainfed,2077.92,35912.8
Akola,2018,Jowar,Kharif,47.92,33.0,458.2,49.4,Clayey,6.57,57.46,43.8,31.71,Partially Irrigated,1938.37,92889.37
Akola,2018,Jowar,Rabi,34.65,32.9,505.6,89.8,Clayey,7.27,83.8,42.4,26.66,Rainfed,2062.2,71465.02
Akola,2018,Jowar,Rabi,1.1,26.7,739.8,45.1,Clayey,6.82,67.56,28.2,25.23,Partially Irrigated,1761.05,1934.97
Akola,2018,Jowar,Zaid,16.57,29.5,485.1,77.9,Laterite,6.37,46.07,31.88,23.12,Partially Irrigated,1427.91,23656.13
Akola,2018,Jowar,Rabi,34.23,31.8,564.0,46.8,Laterite,7.51,72.99,61.91,32.43,Rainfed,1851.25,63367.04
Akola,2018,Jowar,Kharif,18.15,25.8,506.5,40.5,Loamy,7.15,51.05,40.77,17.56,Irrigated,1848.78,33558.93
Akola,2018,Maize,Zaid,20.53,34.8,579.8,89.3,Laterite,7.25,91.84,42.1,42.31,Partially Irrigated,2446.7,50225.49
Akola,2018,Maize,Kharif,36.92,29.6,628.2,53.9,Laterite,6.76,86.32,36.82,24.02,Rainfed,2327.8,85943.44
Akola,2018,Rice,Rabi,8.82,26.7,1829.5,62.8,Sandy,6.69,116.87,60.86,32.25,Rainfed,3339.08,29457.41
Akola,2018,Rice,Zaid,29.33,30.0,659.3,83.8,Sandy,6.14,112.0,84.33,23.55,Irrigated,4941.17,144903.1
Akola,2018,Rice,Kharif,42.36,29.4,1607.7,56.1,Clayey,6.48,120.84,34.55,69.14,Rainfed,4156.81,176077.45
Akola,2018,Rice,Rabi,38.56,20.7,2052.1,69.2,Loamy,6.76,124.45,64.41,16.9,Irrigated,3636.69,140230.68
Akola,2018,Rice,Kharif,14.3,27.9,2158.1,82.8,Sandy,6.58,78.88,54.39,32.51,Irrigated,3402.92,48649.76
Akola,2018,Soybean,Kharif,25.94,32.0,472.8,85.1,Laterite,6.36,39.99,109.22,65.13,Partially Irrigated,2853.34,74010.47
Akola,2018,Soybean,Kharif,7.64,29.3,518.9,77.1,Loamy,6.54,35.21,52.11,64.09,Rainfed,2113.66,16158.48
Akola,2018,Soybean,Rabi,40.66,22.2,650.4,58.0,Red,6.38,18.2,58.17,48.35,Irrigated,2293.16,93248.37
Akola,2018,Soybean,Kharif,40.8,25.9,682.2,74.4,Clayey,6.22,22.75,62.0,73.01,Rainfed,1675.08,68336.45
Akola,2018,Soybean,Rabi,6.16,27.5,389.4,86.0,Loamy,6.5,9.41,34.5,58.3,Rainfed,1157.73,7129.75
Akola,2018,Sugarcane,Kharif,33.17,27.2,1701.1,85.9,Sandy,6.76,142.76,70.23,120.59,Rainfed,55075.37,1827121.3
Akola,2018,Sugarcane,Kharif,1.1,30.4,2370.2,86.3,Sandy,6.13,128.48,118.23,76.96,Irrigated,71380.94,78658.32
Akola,2018,Sugarcane,Rabi,17.42,33.8,2556.8,74.5,Clayey,6.81,213.84,56.03,59.44,Rainfed,42863.61,746679.18
Akola,2018,Sugarcane,Kharif,23.31,30.6,2540.3,57.6,Sandy,7.17,177.06,52.01,127.69,Rainfed,54436.57,1268756.26
Akola,2018,Sugarcane,Rabi,45.69,34.7,1115.8,74.4,Clayey,6.53,229.26,118.33,113.95,Irrigated,78590.84,3590438.77
Akola,2018,Sugarcane,Rabi,8.11,41.4,2751.1,63.4,Black,6.75,180.67,84.65,67.93,Partially Irrigated,43816.4,355144.57
Akola,2018,Sunflower,Kharif,9.61,23.3,421.1,85.7,Sandy,6.9,69.19,60.72,58.91,Partially Irrigated,1599.37,15375.37
Akola,2018,Sunflower,Rabi,29.48,22.2,620.1,77.8,Loamy,6.08,37.67,66.37,59.94,Partially Irrigated,1234.63,36397.47
Akola,2018,Sunflower,Zaid,17.59,22.5,345.9,51.5,Sandy,7.42,88.58,41.35,68.31,Rainfed,1299.93,22866.76
Akola,2018,Sunflower,Kharif,18.06,22.2,619.1,66.9,Sandy,7.12,72.64,45.21,44.91,Rainfed,855.04,15441.28
Akola,2018,Sunflower,Kharif,43.31,24.8,577.9,45.7,Sandy,6.79,72.95,50.9,59.57,Irrigated,1782.9,77211.0
Akola,2018,Sunflower,Rabi,38.22,34.8,510.1,57.2,Loamy,6.18,68.19,43.1,43.72,Partially Irrigated,922.35,35255.73
Akola,2018,Wheat,Zaid,22.77,24.6,893.6,62.9,Sandy,6.1,51.31,62.35,24.37,Rainfed,1273.95,29001.51
Akola,2018,Wheat,Zaid,3.73,17.5,659.6,69.1,Laterite,6.56,123.29,69.57,86.01,Partially Irrigated,4263.77,15888.49
Akola,2018,Wheat,Rabi,46.65,18.3,351.2,88.0,Red,7.3,73.6,47.38,45.05,Partially Irrigated,2156.63,100612.65
Akola,2018,Wheat,Zaid,26.76,19.8,506.6,58.2,Sandy,6.72,135.98,57.52,63.02,Irrigated,4488.04,120090.06
Akola,2018,Wheat,Zaid,44.19,16.0,354.9,89.4,Red,6.52,94.73,68.87,58.52,Partially Irrigated,2795.54,123526.09
Amravati,2018,Bajra,Kharif,3.88,25.1,624.7,47.3,Clayey,7.6,60.79,57.41,36.89,Rainfed,1316.34,5113.62
Amravati,2018,Bajra,Kharif,38.2,29.6,409.0,76.5,Clayey,7.67,53.43,40.97,35.42,Partially Irrigated,1623.8,62032.83
Amravati,2018,Bajra,Rabi,19.3,27.7,563.8,89.5,Clayey,7.56,70.3,32.15,26.03,Irrigated,1728.24,33358.03
Amravati,2018,Cotton,Rabi,7.36,28.4,850.5,82.0,Clayey,6.9,91.68,42.73,46.94,Partially Irrigated,1966.75,14472.03
Amravati,2018,Cotton,Kharif,38.24,27.5,918.3,67.9,Black,6.85,59.99,24.72,54.36,Irrigated,2310.96,88367.43
Amravati,2018,Cotton,Zaid,3.47,30.1,1172.8,85.4,Red,7.13,73.12,12.57,42.19,Rainfed,1111.56,3862.09
Amravati,2018,Cotton,Rabi,10.74,34.8,578.8,85.7,Sandy,7.17,32.48,28.23,39.06,Rainfed,992.78,10664.51
Amravati,2018,Groundnut,Rabi,6.17,24.1,535.4,64.5,Loamy,6.43,33.26,63.05,75.23,Partially Irrigated,2094.89,12917.64
Amravati,2018,Groundnut,Kharif,34.5,31.1,819.9,80.9,Laterite,6.98,30.25,54.74,128.53,Irrigated,2468.35,85168.52
Amravati,2018,Jowar,Kharif,22.62,28.1,639.0,77.2,Laterite,7.61,68.64,57.02,26.95,Irrigated,2589.38,58572.48
Amravati,2018,Jowar,Zaid,32.69,29.9,181.6,76.3,Loamy,6.84,59.71,44.98,34.54,Irrigated,1943.51,63537.87
Amravati,2018,Jowar,Zaid,9.52,23.3,664.7,71.8,Laterite,6.56,89.05,42.78,22.26,Irrigated,2533.93,24122.28
Amravati,2018,Jowar,Kharif,46.79,27.2,477.0,87.9,Laterite,7.79,34.91,22.67,32.4,Irrigated,1868.83,87443.02
Amravati,2018,Maize,Kharif,37.99,30.2,876.9,67.7,Black,6.78,95.31,55.14,68.65,Irrigated,3803.39,144486.07
Amravati,2018,Maize,Kharif,9.31,25.0,834.1,52.3,Laterite,6.84,109.72,28.42,68.71,Irrigated,4257.39,39635.06
Amravati,2018,Maize,Zaid,1.58,27.6,997.4,51.0,Red,6.09,131.61,46.57,23.41,Irrigated,3498.05,5535.43
Amravati,2018,Maize,Rabi,18.27,29.1,439.9,42.8,Sandy,6.43,140.91,27.3,46.08,Partially Irrigated,3187.44,58226.08
Amravati,2018,Maize,Rabi,35.53,26.5,888.6,53.5,Red,6.08,94.07,28.11,56.63,Rainfed,2759.6,98059.26
Amravati,2018,Maize,Kharif,43.57,29.2,427.3,53.8,Black,6.64,35.66,79.97,30.39,Rainfed,2315.57,100893.94
Amravati,2018,Rice,Kharif,31.52,26.4,1186.3,62.1,Loamy,7.07,62.81,49.83,36.87,Partially Irrigated,3273.29,103185.03
Amravati,2018,Soybean,Zaid,20.67,22.8,677.0,47.0,Loamy,5.95,18.4,35.44,30.06,Partially Irrigated,1216.5,25148.06
Amravati,2018,Soybean,Kharif,5.03,19.5,665.6,67.5,Clayey,5.96,32.95,80.1,52.26,Rainfed,1748.86,8794.5
