Taluka,Latitude,Longitude,Elevation_m,Year,Month,Temperature_C,Temp_Max_C,Temp_Min_C,Humidity_pct,Rain_mm_per_day,Solar_Radiation_MJ_m2_day,Wind_Speed_m_s,Soil_Moisture_Topsoil_frac,Soil_Moisture_Rootzone_frac
Bhudargad,16.2492,74.0368,773.0,2006,11,25.63,31.4,19.86,78.83,0.9,16.33,2.17,0.73,0.71
Bhudargad,16.2492,74.0368,773.0,2006,12,24.61,33.62,16.07,62.49,0.0,18.22,2.43,0.53,0.56
Bhudargad,16.2492,74.0368,773.0,2006,13,26.5,40.07,16.05,73.34,7.75,19.3,2.98,0.6,0.7
Bhudargad,16.2492,74.0368,773.0,2007,1,25.55,35.31,16.64,56.44,0.0,19.34,2.09,0.34,0.47
Bhudargad,16.2492,74.0368,773.0,2007,2,26.28,36.93,17.92,58.2,0.0,22.21,2.47,0.17,0.45
Bhudargad,16.2492,74.0368,773.0,2007,3,28.59,39.65,19.54,57.72,0.0,23.51,2.54,0.13,0.45
Bhudargad,16.2492,74.0368,773.0,2007,4,30.17,39.5,22.68,61.69,0.47,24.51,2.34,0.23,0.45
Bhudargad,16.2492,74.0368,773.0,2007,5,29.31,36.72,24.4,69.72,2.49,24.42,2.69,0.37,0.47
Bhudargad,16.2492,74.0368,773.0,2007,6,27.04,34.51,23.48,86.63,32.88,16.36,4.29,0.78,0.76
Bhudargad,16.2492,74.0368,773.0,2007,7,25.99,28.73,23.65,90.85,20.06,14.69,4.45,0.96,0.99
Bhudargad,16.2492,74.0368,773.0,2007,8,25.53,28.14,23.46,91.01,25.04,15.1,4.08,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2007,9,25.68,29.9,22.76,90.52,15.88,15.41,3.1,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2007,10,25.77,31.76,19.96,82.4,1.84,18.01,2.01,0.88,0.91
Bhudargad,16.2492,74.0368,773.0,2007,11,24.2,31.11,15.37,72.91,1.41,19.35,2.33,0.76,0.75
Bhudargad,16.2492,74.0368,773.0,2007,12,24.8,34.84,18.11,66.16,0.01,17.42,2.46,0.54,0.57
Bhudargad,16.2492,74.0368,773.0,2007,13,26.58,39.65,15.37,73.77,8.36,19.17,2.91,0.59,0.69
Bhudargad,16.2492,74.0368,773.0,2008,1,24.65,35.5,14.81,55.49,0.0,19.83,2.38,0.34,0.47
Bhudargad,16.2492,74.0368,773.0,2008,2,25.53,38.01,15.55,56.05,0.27,20.87,2.5,0.23,0.45
Bhudargad,16.2492,74.0368,773.0,2008,3,28.19,38.52,19.97,59.48,1.47,22.24,2.1,0.3,0.46
Bhudargad,16.2492,74.0368,773.0,2008,4,29.15,38.33,19.95,62.22,0.67,25.36,2.18,0.35,0.46
Bhudargad,16.2492,74.0368,773.0,2008,5,29.02,36.46,24.05,68.97,2.41,25.89,2.91,0.3,0.47
Bhudargad,16.2492,74.0368,773.0,2008,6,26.73,31.76,24.62,86.87,17.05,16.64,4.35,0.83,0.83
Bhudargad,16.2492,74.0368,773.0,2008,7,25.96,28.67,23.61,88.87,12.05,16.0,4.18,0.9,0.93
Bhudargad,16.2492,74.0368,773.0,2008,8,25.33,29.57,22.72,90.62,20.05,14.72,3.69,0.94,0.98
Bhudargad,16.2492,74.0368,773.0,2008,9,25.33,31.03,21.1,88.89,13.87,16.38,2.86,0.93,0.96
Bhudargad,16.2492,74.0368,773.0,2008,10,25.86,32.72,18.4,79.74,1.07,20.27,2.2,0.82,0.83
Bhudargad,16.2492,74.0368,773.0,2008,11,25.72,34.14,18.68,68.83,0.46,17.54,2.62,0.59,0.6
Bhudargad,16.2492,74.0368,773.0,2008,12,25.6,34.37,17.38,60.13,0.42,17.77,2.29,0.48,0.51
Bhudargad,16.2492,74.0368,773.0,2008,13,26.42,38.52,14.81,72.22,5.82,19.46,2.86,0.59,0.66
Bhudargad,16.2492,74.0368,773.0,2009,1,26.28,37.11,17.74,53.42,0.0,19.74,2.32,0.24,0.46
Bhudargad,16.2492,74.0368,773.0,2009,2,27.49,39.4,19.05,54.15,0.0,22.27,2.41,0.14,0.45
Bhudargad,16.2492,74.0368,773.0,2009,3,29.29,40.6,21.04,55.85,0.12,23.33,2.4,0.15,0.45
Bhudargad,16.2492,74.0368,773.0,2009,4,30.19,41.46,22.97,60.29,0.19,23.9,2.44,0.21,0.45
Bhudargad,16.2492,74.0368,773.0,2009,5,29.75,38.76,24.69,66.13,0.74,24.42,2.86,0.29,0.46
Bhudargad,16.2492,74.0368,773.0,2009,6,27.26,32.88,23.99,83.02,13.18,18.98,3.27,0.69,0.66
Bhudargad,16.2492,74.0368,773.0,2009,7,25.75,28.05,24.11,91.29,32.84,13.51,5.25,0.96,0.99
Bhudargad,16.2492,74.0368,773.0,2009,8,25.68,30.24,23.58,90.2,8.44,16.55,3.35,0.91,0.94
Bhudargad,16.2492,74.0368,773.0,2009,9,25.89,30.97,23.12,90.19,12.29,16.16,2.83,0.93,0.96
Bhudargad,16.2492,74.0368,773.0,2009,10,25.82,31.63,19.68,80.56,7.64,17.51,2.29,0.89,0.92
Bhudargad,16.2492,74.0368,773.0,2009,11,25.06,31.44,17.19,79.52,3.51,16.42,2.65,0.79,0.77
Bhudargad,16.2492,74.0368,773.0,2009,12,24.81,32.21,18.18,70.08,0.05,16.59,2.32,0.61,0.62
Bhudargad,16.2492,74.0368,773.0,2009,13,26.93,41.46,17.19,72.99,6.63,19.09,2.87,0.57,0.68
Bhudargad,16.2492,74.0368,773.0,2010,1,25.68,34.23,17.62,63.93,0.31,17.16,2.15,0.47,0.51
Bhudargad,16.2492,74.0368,773.0,2010,2,26.96,37.99,18.16,56.08,0.0,21.29,2.33,0.24,0.46
Bhudargad,16.2492,74.0368,773.0,2010,3,29.37,39.93,21.41,55.59,0.0,22.76,2.39,0.14,0.45
Bhudargad,16.2492,74.0368,773.0,2010,4,30.08,41.07,22.03,61.66,0.31,24.24,2.19,0.19,0.45
Bhudargad,16.2492,74.0368,773.0,2010,5,30.44,37.66,25.49,66.95,1.01,24.73,3.03,0.25,0.45
Bhudargad,16.2492,74.0368,773.0,2010,6,27.55,34.96,24.57,84.42,22.08,18.24,3.68,0.76,0.74
Bhudargad,16.2492,74.0368,773.0,2010,7,25.83,28.53,23.45,91.45,32.79,13.8,4.02,0.97,0.99
Bhudargad,16.2492,74.0368,773.0,2010,8,25.54,28.56,22.94,91.69,16.76,14.76,3.76,0.96,0.99
Bhudargad,16.2492,74.0368,773.0,2010,9,25.86,30.83,22.78,89.24,11.36,16.59,2.53,0.94,0.99
Bhudargad,16.2492,74.0368,773.0,2010,10,26.07,31.67,19.83,85.55,5.78,17.75,2.19,0.91,0.95
Bhudargad,16.2492,74.0368,773.0,2010,11,25.74,30.73,20.86,83.62,3.4,15.63,2.03,0.87,0.89
Bhudargad,16.2492,74.0368,773.0,2010,12,23.12,30.13,15.3,73.78,0.04,17.05,2.33,0.72,0.71
Bhudargad,16.2492,74.0368,773.0,2010,13,26.85,41.07,15.3,75.44,7.87,18.65,2.72,0.62,0.72
Bhudargad,16.2492,74.0368,773.0,2011,1,24.11,35.31,15.65,60.4,0.0,19.78,2.3,0.51,0.54
Bhudargad,16.2492,74.0368,773.0,2011,2,25.74,35.52,16.77,58.29,0.01,21.94,2.35,0.3,0.46
Bhudargad,16.2492,74.0368,773.0,2011,3,28.81,40.07,20.12,55.71,0.0,24.6,2.36,0.15,0.45
Bhudargad,16.2492,74.0368,773.0,2011,4,29.2,39.03,20.63,60.61,0.62,23.95,2.45,0.25,0.45
Bhudargad,16.2492,74.0368,773.0,2011,5,29.39,38.01,24.45,66.8,1.23,24.21,3.04,0.3,0.46
Bhudargad,16.2492,74.0368,773.0,2011,6,26.94,31.4,24.32,85.59,15.5,14.76,4.8,0.77,0.73
Bhudargad,16.2492,74.0368,773.0,2011,7,25.69,28.63,22.82,91.01,27.26,14.28,4.12,0.95,0.97
Bhudargad,16.2492,74.0368,773.0,2011,8,25.34,28.17,22.6,91.68,20.85,14.0,3.91,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2011,9,25.43,29.59,22.38,89.05,10.94,17.59,2.95,0.93,0.97
Bhudargad,16.2492,74.0368,773.0,2011,10,26.27,32.22,21.85,82.69,3.24,18.23,1.91,0.83,0.84
Bhudargad,16.2492,74.0368,773.0,2011,11,25.7,33.62,17.46,68.49,0.28,18.05,2.68,0.65,0.65
Bhudargad,16.2492,74.0368,773.0,2011,12,25.81,35.34,16.74,56.6,0.0,17.89,2.24,0.46,0.51
Bhudargad,16.2492,74.0368,773.0,2011,13,26.54,40.07,15.65,72.32,6.71,19.09,2.93,0.59,0.67
Bhudargad,16.2492,74.0368,773.0,2012,1,24.79,34.54,15.99,55.34,0.0,19.59,2.47,0.23,0.46
Bhudargad,16.2492,74.0368,773.0,2012,2,26.86,38.31,18.28,48.39,0.0,22.29,2.33,0.14,0.45
Bhudargad,16.2492,74.0368,773.0,2012,3,27.83,40.45,17.29,54.62,0.0,24.82,2.41,0.11,0.45
Bhudargad,16.2492,74.0368,773.0,2012,4,29.65,39.56,22.6,61.34,0.81,23.96,2.36,0.28,0.45
Bhudargad,16.2492,74.0368,773.0,2012,5,29.35,37.01,23.76,65.33,0.19,24.52,3.45,0.23,0.45
Bhudargad,16.2492,74.0368,773.0,2012,6,27.18,34.65,23.57,82.82,20.16,18.88,3.81,0.69,0.7
Bhudargad,16.2492,74.0368,773.0,2012,7,25.92,28.45,23.54,89.98,19.53,14.17,4.37,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2012,8,25.63,29.13,23.52,90.67,15.02,15.48,4.1,0.94,0.98
Bhudargad,16.2492,74.0368,773.0,2012,9,25.47,30.54,22.32,89.18,7.42,16.8,3.05,0.92,0.95
Bhudargad,16.2492,74.0368,773.0,2012,10,25.89,32.89,19.73,79.95,3.72,18.24,2.15,0.85,0.86
Bhudargad,16.2492,74.0368,773.0,2012,11,25.34,32.67,16.23,72.41,0.48,17.06,1.87,0.65,0.65
Bhudargad,16.2492,74.0368,773.0,2012,12,25.54,34.36,17.36,61.12,0.0,18.28,2.25,0.47,0.51
Bhudargad,16.2492,74.0368,773.0,2012,13,26.62,40.45,15.99,70.99,5.62,19.5,2.89,0.54,0.66
Bhudargad,16.2492,74.0368,773.0,2013,1,25.77,36.06,17.44,55.31,0.0,19.42,2.41,0.23,0.46
Bhudargad,16.2492,74.0368,773.0,2013,2,27.39,37.76,18.46,54.64,0.14,21.21,2.5,0.18,0.45
Bhudargad,16.2492,74.0368,773.0,2013,3,29.17,39.42,21.32,53.11,0.02,23.66,2.63,0.15,0.45
Bhudargad,16.2492,74.0368,773.0,2013,4,29.03,39.54,21.05,60.89,0.21,25.97,2.69,0.15,0.45
Bhudargad,16.2492,74.0368,773.0,2013,5,29.42,36.7,23.93,68.41,1.76,23.86,3.04,0.35,0.46
Bhudargad,16.2492,74.0368,773.0,2013,6,26.61,30.96,24.55,87.69,21.39,14.91,4.54,0.83,0.83
Bhudargad,16.2492,74.0368,773.0,2013,7,25.31,27.34,23.72,92.2,30.41,11.68,5.18,0.97,1.0
Bhudargad,16.2492,74.0368,773.0,2013,8,25.1,28.08,23.06,90.74,8.97,15.63,3.83,0.93,0.98
Bhudargad,16.2492,74.0368,773.0,2013,9,25.43,29.48,22.65,89.76,10.1,16.75,2.87,0.91,0.94
Bhudargad,16.2492,74.0368,773.0,2013,10,25.76,32.28,20.29,85.27,3.82,17.77,2.21,0.88,0.91
Bhudargad,16.2492,74.0368,773.0,2013,11,24.99,31.59,17.28,74.03,0.03,17.87,2.22,0.72,0.71
Bhudargad,16.2492,74.0368,773.0,2013,12,24.25,33.45,16.13,61.38,0.0,18.72,2.44,0.51,0.54
Bhudargad,16.2492,74.0368,773.0,2013,13,26.51,39.54,16.13,72.88,6.44,18.94,3.05,0.57,0.68
Bhudargad,16.2492,74.0368,773.0,2014,1,25.69,34.87,18.06,58.49,0.0,17.55,2.36,0.31,0.46
Bhudargad,16.2492,74.0368,773.0,2014,2,26.25,36.05,17.63,56.3,0.01,20.67,2.61,0.16,0.45
Bhudargad,16.2492,74.0368,773.0,2014,3,28.53,39.28,17.19,52.76,0.13,23.15,2.46,0.18,0.45
Bhudargad,16.2492,74.0368,773.0,2014,4,30.28,41.12,22.0,56.2,0.21,22.58,2.35,0.18,0.45
Bhudargad,16.2492,74.0368,773.0,2014,5,29.61,39.43,23.77,66.83,2.94,23.09,2.48,0.42,0.48
Bhudargad,16.2492,74.0368,773.0,2014,6,27.83,34.77,24.96,81.8,8.75,20.14,3.75,0.67,0.65
Bhudargad,16.2492,74.0368,773.0,2014,7,26.17,30.19,24.15,89.51,27.85,13.85,4.77,0.9,0.9
Bhudargad,16.2492,74.0368,773.0,2014,8,25.54,32.0,22.84,90.84,20.99,15.16,3.83,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2014,9,25.77,31.4,22.84,88.84,7.0,16.97,2.91,0.92,0.96
Bhudargad,16.2492,74.0368,773.0,2014,10,26.38,32.2,19.29,81.09,5.77,18.74,1.79,0.87,0.88
Bhudargad,16.2492,74.0368,773.0,2014,11,25.15,32.1,17.66,72.15,0.75,17.58,2.2,0.78,0.76
Bhudargad,16.2492,74.0368,773.0,2014,12,24.58,32.27,16.47,66.09,0.56,16.83,2.23,0.58,0.59
Bhudargad,16.2492,74.0368,773.0,2014,13,26.81,41.12,16.47,71.84,6.32,18.84,2.81,0.58,0.67
Bhudargad,16.2492,74.0368,773.0,2015,1,24.42,35.86,15.29,59.13,0.01,18.12,2.22,0.43,0.49
Bhudargad,16.2492,74.0368,773.0,2015,2,26.66,37.46,18.79,52.6,0.2,22.36,2.31,0.19,0.45
Bhudargad,16.2492,74.0368,773.0,2015,3,28.04,39.16,16.55,60.45,0.88,21.92,2.23,0.33,0.46
Bhudargad,16.2492,74.0368,773.0,2015,4,29.46,39.08,22.0,59.92,0.65,24.93,2.3,0.28,0.46
Bhudargad,16.2492,74.0368,773.0,2015,5,29.96,38.44,24.89,67.59,1.79,23.63,2.51,0.39,0.47
Bhudargad,16.2492,74.0368,773.0,2015,6,26.93,34.06,23.74,85.47,21.68,17.54,4.04,0.76,0.75
Bhudargad,16.2492,74.0368,773.0,2015,7,26.14,28.76,23.69,88.92,12.91,17.12,4.43,0.93,0.97
Bhudargad,16.2492,74.0368,773.0,2015,8,25.83,29.87,23.54,89.52,8.81,16.57,3.45,0.92,0.97
Bhudargad,16.2492,74.0368,773.0,2015,9,25.91,32.83,22.66,86.67,6.75,18.71,2.26,0.9,0.93
Bhudargad,16.2492,74.0368,773.0,2015,10,27.1,33.3,22.23,80.67,2.58,18.75,1.67,0.84,0.85
Bhudargad,16.2492,74.0368,773.0,2015,11,26.65,34.3,20.28,72.84,0.48,17.28,2.03,0.64,0.64
Bhudargad,16.2492,74.0368,773.0,2015,12,26.56,36.63,17.77,58.26,0.02,17.54,2.27,0.46,0.5
Bhudargad,16.2492,74.0368,773.0,2015,13,26.97,39.16,15.29,71.95,4.74,19.52,2.65,0.59,0.66
Bhudargad,16.2492,74.0368,773.0,2016,1,25.99,37.58,17.91,53.04,0.0,18.41,2.27,0.22,0.45
Bhudargad,16.2492,74.0368,773.0,2016,2,27.07,37.94,18.66,57.16,0.02,20.99,2.4,0.15,0.45
Bhudargad,16.2492,74.0368,773.0,2016,3,29.09,40.37,20.11,55.44,0.21,23.37,2.36,0.17,0.45
Bhudargad,16.2492,74.0368,773.0,2016,4,30.06,39.62,22.24,59.58,0.2,24.84,2.82,0.21,0.45
Bhudargad,16.2492,74.0368,773.0,2016,5,30.24,38.47,23.69,66.33,0.53,24.74,3.11,0.28,0.45
Bhudargad,16.2492,74.0368,773.0,2016,6,27.16,35.94,24.2,84.76,26.01,15.37,3.67,0.77,0.75
Bhudargad,16.2492,74.0368,773.0,2016,7,25.5,28.17,23.28,92.23,34.72,12.5,4.23,0.98,1.0
Bhudargad,16.2492,74.0368,773.0,2016,8,25.35,28.2,23.06,90.74,17.97,14.72,3.98,0.94,0.98
Bhudargad,16.2492,74.0368,773.0,2016,9,25.02,28.83,22.03,89.79,7.94,15.93,3.02,0.91,0.95
Bhudargad,16.2492,74.0368,773.0,2016,10,24.72,31.58,17.4,81.86,2.59,18.92,2.16,0.86,0.89
Bhudargad,16.2492,74.0368,773.0,2016,11,23.91,34.26,16.43,66.7,0.37,18.83,2.47,0.67,0.66
Bhudargad,16.2492,74.0368,773.0,2016,12,25.18,35.05,15.58,55.94,0.0,17.9,2.39,0.47,0.51
Bhudargad,16.2492,74.0368,773.0,2016,13,26.61,40.37,15.58,71.16,7.58,18.87,2.91,0.55,0.67
Bhudargad,16.2492,74.0368,773.0,2017,1,25.88,36.86,16.24,51.15,0.0,18.74,2.28,0.23,0.46
Bhudargad,16.2492,74.0368,773.0,2017,2,27.68,40.0,19.19,50.18,0.0,22.65,2.41,0.14,0.45
Bhudargad,16.2492,74.0368,773.0,2017,3,28.0,38.93,19.06,56.98,0.01,24.66,2.47,0.11,0.45
Bhudargad,16.2492,74.0368,773.0,2017,4,29.77,40.67,22.22,60.04,0.1,25.72,2.47,0.11,0.44
Bhudargad,16.2492,74.0368,773.0,2017,5,29.79,38.87,23.0,67.62,3.16,23.62,2.73,0.35,0.46
Bhudargad,16.2492,74.0368,773.0,2017,6,27.04,32.96,24.25,86.01,15.78,17.19,3.86,0.79,0.78
Bhudargad,16.2492,74.0368,773.0,2017,7,26.03,28.42,23.86,89.86,18.42,15.39,4.29,0.94,0.98
Bhudargad,16.2492,74.0368,773.0,2017,8,25.76,28.75,22.99,90.1,12.66,15.7,3.21,0.92,0.96
Bhudargad,16.2492,74.0368,773.0,2017,9,26.07,31.53,23.42,89.33,13.44,16.13,2.42,0.94,0.98
Bhudargad,16.2492,74.0368,773.0,2017,10,26.25,31.43,20.07,84.26,4.51,16.86,1.8,0.91,0.96
Bhudargad,16.2492,74.0368,773.0,2017,11,24.47,31.27,17.02,73.13,0.02,18.07,2.38,0.76,0.75
Bhudargad,16.2492,74.0368,773.0,2017,12,24.36,32.8,17.08,64.32,0.38,16.75,2.71,0.55,0.57
Bhudargad,16.2492,74.0368,773.0,2017,13,26.75,40.67,16.24,72.04,5.74,19.26,2.75,0.57,0.69
Bhudargad,16.2492,74.0368,773.0,2018,1,25.27,36.08,16.9,54.83,0.0,17.99,2.21,0.37,0.48
Bhudargad,16.2492,74.0368,773.0,2018,2,27.5,38.88,18.59,46.47,0.0,20.81,2.22,0.16,0.45
Bhudargad,16.2492,74.0368,773.0,2018,3,28.87,40.87,20.86,54.75,0.24,22.02,2.36,0.19,0.45
Bhudargad,16.2492,74.0368,773.0,2018,4,30.27,39.61,21.7,56.87,0.26,24.03,2.41,0.21,0.45
Bhudargad,16.2492,74.0368,773.0,2018,5,29.25,38.52,24.01,70.95,2.25,22.2,2.44,0.4,0.48
Bhudargad,16.2492,74.0368,773.0,2018,6,26.9,33.53,24.29,88.69,29.63,15.86,3.66,0.87,0.87
Bhudargad,16.2492,74.0368,773.0,2018,7,25.56,27.77,23.88,91.62,22.13,12.03,4.79,0.97,1.0
Bhudargad,16.2492,74.0368,773.0,2018,8,25.12,27.91,23.25,90.52,11.35,12.8,4.42,0.93,0.97
Bhudargad,16.2492,74.0368,773.0,2018,9,25.42,32.33,21.6,86.59,4.77,19.86,2.21,0.88,0.9
Bhudargad,16.2492,74.0368,773.0,2018,10,26.47,32.24,18.35,76.85,2.28,19.72,1.81,0.82,0.82
Bhudargad,16.2492,74.0368,773.0,2018,11,25.99,33.57,17.97,67.14,0.75,17.95,2.12,0.62,0.63
Bhudargad,16.2492,74.0368,773.0,2018,12,25.17,34.32,16.74,58.94,0.06,16.69,2.38,0.46,0.5
Bhudargad,16.2492,74.0368,773.0,2018,13,26.81,40.87,16.74,70.5,6.16,18.47,2.76,0.58,0.67
Bhudargad,16.2492,74.0368,773.0,2019,1,25.34,35.78,16.81,46.05,0.0,18.83,2.27,0.21,0.45
Bhudargad,16.2492,74.0368,773.0,2019,2,26.65,38.56,15.48,51.03,0.0,22.1,2.49,0.14,0.45
Bhudargad,16.2492,74.0368,773.0,2019,3,27.76,38.89,17.92,56.56,0.29,24.41,2.44,0.15,0.45
Bhudargad,16.2492,74.0368,773.0,2019,4,30.0,40.31,22.02,59.23,0.39,24.75,2.45,0.25,0.45
Bhudargad,16.2492,74.0368,773.0,2019,5,29.92,40.03,24.02,63.09,0.03,25.63,2.98,0.17,0.45
Bhudargad,16.2492,74.0368,773.0,2019,6,28.22,38.16,24.48,79.7,21.32,17.72,3.56,0.59,0.61
Bhudargad,16.2492,74.0368,773.0,2019,7,26.23,29.07,24.19,91.85,34.56,14.33,4.01,0.98,1.0
Bhudargad,16.2492,74.0368,773.0,2019,8,25.86,28.76,23.85,91.1,37.41,13.94,4.15,0.96,0.99
Bhudargad,16.2492,74.0368,773.0,2019,9,25.72,29.76,23.38,90.62,17.83,14.34,3.3,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2019,10,26.23,31.06,23.02,86.27,13.4,15.73,2.27,0.93,0.96
Bhudargad,16.2492,74.0368,773.0,2019,11,25.47,30.94,19.26,79.95,0.34,17.27,2.37,0.85,0.87
Bhudargad,16.2492,74.0368,773.0,2019,12,25.62,32.69,19.95,74.58,0.07,15.39,2.28,0.65,0.65
Bhudargad,16.2492,74.0368,773.0,2019,13,26.92,40.31,15.48,72.63,10.56,18.68,2.88,0.57,0.69
Bhudargad,16.2492,74.0368,773.0,2020,1,24.72,35.2,16.15,68.03,0.0,17.83,2.35,0.47,0.51
Bhudargad,16.2492,74.0368,773.0,2020,2,27.11,38.2,16.7,54.93,0.01,20.73,2.27,0.24,0.46
Bhudargad,16.2492,74.0368,773.0,2020,3,28.24,38.38,20.02,57.87,0.28,23.32,2.56,0.21,0.45
Bhudargad,16.2492,74.0368,773.0,2020,4,30.59,40.02,22.63,59.04,0.75,24.15,2.4,0.28,0.45
Bhudargad,16.2492,74.0368,773.0,2020,5,30.8,40.32,25.61,65.2,1.48,23.69,3.03,0.3,0.46
Bhudargad,16.2492,74.0368,773.0,2020,6,26.97,31.77,24.41,87.32,25.55,17.11,3.49,0.88,0.86
Bhudargad,16.2492,74.0368,773.0,2020,7,25.92,29.35,23.59,91.1,29.42,14.89,3.37,0.97,1.0
Bhudargad,16.2492,74.0368,773.0,2020,8,25.8,28.34,23.8,91.67,28.73,12.62,4.18,0.97,1.0
Bhudargad,16.2492,74.0368,773.0,2020,9,25.76,31.96,23.41,89.97,18.98,16.03,2.62,0.95,0.99
Bhudargad,16.2492,74.0368,773.0,2020,10,25.72,30.77,21.07,88.05,8.63,15.29,2.18,0.93,0.97
Bhudargad,16.2492,74.0368,773.0,2020,11,25.62,31.13,17.88,78.47,0.0,17.18,2.38,0.82,0.82
Bhudargad,16.2492,74.0368,773.0,2020,12,25.04,33.43,17.33,69.29,0.14,17.33,2.31,0.6,0.61
Bhudargad,16.2492,74.0368,773.0,2020,13,26.85,40.32,16.15,75.15,9.53,18.33,2.76,0.64,0.72
Bhudargad,16.2492,74.0368,773.0,2021,1,26.22,34.82,19.11,67.84,0.46,16.84,2.0,0.48,0.51
Bhudargad,16.2492,74.0368,773.0,2021,2,27.12,38.07,19.05,54.83,0.28,20.51,2.31,0.29,0.46
Bhudargad,16.2492,74.0368,773.0,2021,3,29.84,40.09,22.23,53.54,0.06,23.04,2.18,0.18,0.45
Bhudargad,16.2492,74.0368,773.0,2021,4,30.34,40.88,22.38,59.21,0.95,23.31,2.27,0.27,0.45
Bhudargad,16.2492,74.0368,773.0,2021,5,29.1,38.21,24.77,75.1,12.05,20.4,2.97,0.6,0.6
Bhudargad,16.2492,74.0368,773.0,2021,6,26.75,30.93,23.97,87.87,25.74,16.35,3.34,0.9,0.91
Bhudargad,16.2492,74.0368,773.0,2021,7,25.92,28.98,23.82,91.16,38.3,13.98,4.13,0.97,0.99
Bhudargad,16.2492,74.0368,773.0,2021,8,25.64,28.95,22.84,88.83,7.66,15.46,2.98,0.92,0.96
Bhudargad,16.2492,74.0368,773.0,2021,9,25.69,28.93,22.44,90.3,12.43,14.82,3.15,0.93,0.97
Bhudargad,16.2492,74.0368,773.0,2021,10,26.32,31.64,19.8,84.78,5.28,18.62,1.91,0.9,0.94
Bhudargad,16.2492,74.0368,773.0,2021,11,25.93,31.55,19.83,82.36,4.03,14.11,1.99,0.83,0.82
Bhudargad,16.2492,74.0368,773.0,2021,12,24.02,30.19,16.82,77.66,2.59,15.55,1.92,0.8,0.79
Bhudargad,16.2492,74.0368,773.0,2021,13,26.9,40.88,16.82,76.26,9.21,17.73,2.6,0.67,0.74
Bhudargad,16.2492,74.0368,773.0,2022,1,23.31,32.55,15.45,69.63,0.02,18.03,2.06,0.59,0.6
Bhudargad,16.2492,74.0368,773.0,2022,2,25.38,36.22,17.64,61.66,0.0,21.26,2.34,0.42,0.49
Bhudargad,16.2492,74.0368,773.0,2022,3,29.51,40.24,21.26,56.88,0.21,21.01,2.21,0.22,0.45
Bhudargad,16.2492,74.0368,773.0,2022,4,30.08,40.33,23.72,62.63,1.43,22.07,1.83,0.36,0.46
Bhudargad,16.2492,74.0368,773.0,2022,5,29.36,37.06,24.78,70.8,1.82,20.66,3.17,0.39,0.48
Bhudargad,16.2492,74.0368,773.0,2022,6,27.01,34.2,23.63,84.0,20.39,18.17,3.05,0.72,0.69
Bhudargad,16.2492,74.0368,773.0,2022,7,25.7,31.15,23.61,90.88,26.33,12.85,4.21,0.96,0.99
Bhudargad,16.2492,74.0368,773.0,2022,8,25.39,29.32,23.24,90.77,16.34,14.18,3.99,0.94,0.98
Bhudargad,16.2492,74.0368,773.0,2022,9,25.44,30.92,22.01,89.87,10.96,16.2,2.87,0.92,0.96
Bhudargad,16.2492,74.0368,773.0,2022,10,25.33,31.01,18.89,84.0,5.77,16.48,2.28,0.89,0.92
Bhudargad,16.2492,74.0368,773.0,2022,11,24.83,31.04,16.75,76.59,0.04,17.04,2.36,0.76,0.75
Bhudargad,16.2492,74.0368,773.0,2022,12,25.81,34.75,16.76,67.73,0.12,16.24,2.16,0.54,0.57
Bhudargad,16.2492,74.0368,773.0,2022,13,26.43,40.33,15.45,75.54,7.0,17.81,2.72,0.64,0.7
Bhudargad,16.2492,74.0368,773.0,2023,1,25.07,35.05,16.84,58.28,0.0,18.75,2.25,0.36,0.47
Bhudargad,16.2492,74.0368,773.0,2023,2,28.53,39.13,19.94,40.98,0.0,22.15,2.29,0.16,0.45
Bhudargad,16.2492,74.0368,773.0,2023,3,28.69,38.73,20.56,49.09,0.01,23.6,2.39,0.12,0.45
Bhudargad,16.2492,74.0368,773.0,2023,4,29.79,40.18,19.98,57.99,0.31,24.12,2.36,0.2,0.45
Bhudargad,16.2492,74.0368,773.0,2023,5,30.11,38.36,23.77,63.69,0.9,24.36,2.71,0.3,0.45
Bhudargad,16.2492,74.0368,773.0,2023,6,28.69,36.11,24.53,77.09,12.73,20.98,3.43,0.53,0.54
Bhudargad,16.2492,74.0368,773.0,2023,7,25.96,28.66,24.18,91.61,40.47,11.97,4.5,0.97,0.99
Bhudargad,16.2492,74.0368,773.0,2023,8,25.87,29.88,23.24,88.61,6.08,17.02,3.04,0.9,0.94
Bhudargad,16.2492,74.0368,773.0,2023,9,26.05,29.44,23.49,89.54,13.51,15.75,2.7,0.9,0.93
Bhudargad,16.2492,74.0368,773.0,2023,10,26.53,32.27,19.39,81.8,2.45,18.03,2.03,0.88,0.9
Bhudargad,16.2492,74.0368,773.0,2023,11,26.37,32.13,19.87,78.46,1.31,15.31,1.99,0.74,0.72
Bhudargad,16.2492,74.0368,773.0,2023,12,26.25,35.51,19.25,62.59,0.02,16.12,2.28,0.52,0.55
