District_Name,Year,Month,Temperature_C,Humidity_pct,Rain_mm_per_day
Thane,2018,5,31.38,59.21,0.17
Thane,2018,6,28.59,81.75,17.96
Thane,2018,7,26.3,91.0,31.31
Thane,2018,8,25.74,89.94,13.67
Thane,2018,9,25.94,85.51,3.32
Thane,2018,10,26.92,69.41,0.7
Thane,2018,11,25.81,58.87,0.22
Thane,2018,12,23.39,46.4,0.01
Thane,2018,13,26.94,64.7,5.69
Thane,2019,1,23.38,34.59,0.01
Thane,2019,2,25.35,40.49,0.01
Thane,2019,3,28.04,43.84,0.02
Thane,2019,4,30.88,52.8,0.12
Thane,2019,5,31.03,58.28,0.01
Thane,2019,6,29.84,73.44,14.56
Thane,2019,7,26.93,90.82,35.39
Thane,2019,8,26.27,90.75,21.28
Thane,2019,9,26.32,91.42,31.32
Thane,2019,10,26.39,84.44,6.22
Thane,2019,11,25.18,78.56,1.78
Thane,2019,12,23.91,76.75,0.09
Thane,2019,13,26.96,68.18,9.28
Thane,2020,1,21.67,67.73,0.01
Thane,2020,2,25.17,49.88,0.01
Thane,2020,3,27.62,49.34,0.13
Thane,2020,4,31.56,51.15,0.17
Thane,2020,5,32.2,57.28,0.24
Thane,2020,6,28.13,82.85,15.44
Thane,2020,7,26.93,90.18,25.12
Thane,2020,8,26.35,92.3,38.82
Thane,2020,9,26.52,90.18,12.14
Thane,2020,10,26.94,82.78,5.82
Thane,2020,11,24.84,75.99,0.02
Thane,2020,12,23.24,69.43,0.39
Thane,2020,13,26.76,71.67,8.25
Thane,2021,1,24.23,61.76,0.27
Thane,2021,2,25.35,48.28,0.41
Thane,2021,3,29.88,37.32,0.07
Thane,2021,4,31.06,51.04,0.26
Thane,2021,5,30.72,65.07,10.6
Thane,2021,6,27.82,86.38,21.88
Thane,2021,7,26.86,89.71,33.94
Thane,2021,8,26.2,88.87,12.21
Thane,2021,9,26.22,91.12,19.06
Thane,2021,10,26.27,81.4,2.35
Thane,2021,11,25.42,78.9,1.66
Thane,2021,12,22.42,75.31,2.28
Thane,2021,13,26.88,71.39,8.8
Thane,2022,1,21.28,67.96,0.07
Thane,2022,2,23.56,56.72,0.01
Thane,2022,3,29.83,41.7,0.2
Thane,2022,4,31.74,50.69,0.13
Thane,2022,5,31.18,61.81,0.27
Thane,2022,6,28.89,76.63,11.25
Thane,2022,7,26.35,90.49,40.4
Thane,2022,8,26.09,90.16,18.64
Thane,2022,9,26.2,90.01,17.38
Thane,2022,10,25.41,82.64,6.08
Thane,2022,11,23.23,72.32,0.02
Thane,2022,12,23.79,68.69,0.18
Thane,2022,13,26.47,70.92,7.96
Thane,2023,1,22.2,58.51,0.01
Thane,2023,2,26.46,32.89,0.01
Thane,2023,3,28.35,44.47,0.52
Thane,2023,4,30.76,47.4,0.31
Thane,2023,5,31.29,58.09,0.37
Thane,2023,6,29.7,73.54,15.1
Thane,2023,7,26.7,91.28,45.34
Thane,2023,8,26.27,88.92,7.26
Thane,2023,9,26.6,89.95,16.12
Thane,2023,10,26.52,77.09,0.82
Thane,2023,11,25.16,73.49,1.02
Thane,2023,12,24.12,64.6,0.02
Thane,2023,13,27.0,66.92,7.29
Palghar,1997,1,23.94,60.22,0.18
Palghar,1997,2,23.95,63.72,0.0
Palghar,1997,3,26.68,69.65,0.1
Palghar,1997,4,27.13,73.32,0.31
Palghar,1997,5,28.38,77.35,0.07
Palghar,1997,6,28.97,82.31,13.48
Palghar,1997,7,27.99,85.5,11.19
Palghar,1997,8,27.32,85.49,12.92
Palghar,1997,9,27.46,80.96,5.08
Palghar,1997,10,28.23,69.75,0.11
Palghar,1997,11,28.33,67.99,1.36
Palghar,1997,12,25.29,65.74,0.62
Palghar,1997,13,26.99,73.55,3.8
Palghar,1998,1,24.79,62.83,0.0
Palghar,1998,2,24.59,64.02,0.01
Palghar,1998,3,26.04,68.75,0.04
Palghar,1998,4,28.43,76.45,0.02
Palghar,1998,5,29.88,77.53,0.07
Palghar,1998,6,29.65,80.2,9.37
Palghar,1998,7,28.09,86.23,12.53
Palghar,1998,8,28.05,87.07,10.41
Palghar,1998,9,28.23,83.69,11.07
Palghar,1998,10,28.29,77.06,7.58
Palghar,1998,11,26.86,67.18,0.53
Palghar,1998,12,24.95,61.42,0.01
Palghar,1998,13,27.33,74.43,4.33
Palghar,1999,1,23.89,62.42,0.0
Palghar,1999,2,25.3,69.61,0.13
Palghar,1999,3,26.35,68.94,0.0
Palghar,1999,4,27.72,79.57,0.02
Palghar,1999,5,28.4,79.82,1.17
Palghar,1999,6,28.58,80.98,10.36
Palghar,1999,7,27.91,85.25,8.94
Palghar,1999,8,27.21,84.44,3.54
Palghar,1999,9,27.37,83.51,7.64
Palghar,1999,10,27.43,78.51,5.47
Palghar,1999,11,25.87,68.18,0.01
Palghar,1999,12,24.44,64.33,0.0
Palghar,1999,13,26.71,75.48,3.12
Palghar,2000,1,24.45,63.11,0.0
Palghar,2000,2,23.98,64.24,0.05
Palghar,2000,3,25.89,66.6,0.0
Palghar,2000,4,27.72,79.84,0.01
Palghar,2000,5,28.36,81.27,5.61
Palghar,2000,6,28.6,82.66,7.64
Palghar,2000,7,27.58,83.88,19.8
Palghar,2000,8,27.27,85.62,8.85
Palghar,2000,9,27.61,81.55,2.08
Palghar,2000,10,28.54,74.85,1.26
Palghar,2000,11,27.97,62.0,0.02
Palghar,2000,12,25.24,57.33,0.28
Palghar,2000,13,26.94,73.6,3.84
Palghar,2001,1,24.3,60.74,0.04
Palghar,2001,2,24.16,66.72,0.01
Palghar,2001,3,25.85,72.66,0.01
Palghar,2001,4,28.12,74.85,0.07
Palghar,2001,5,28.94,79.69,1.01
Palghar,2001,6,28.68,82.34,13.64
Palghar,2001,7,27.63,84.96,14.7
Palghar,2001,8,27.13,85.98,10.08
Palghar,2001,9,27.55,83.19,3.02
Palghar,2001,10,28.12,74.93,2.28
Palghar,2001,11,27.29,65.23,0.03
Palghar,2001,12,25.94,61.63,0.0
Palghar,2001,13,26.99,74.45,3.77
Palghar,2002,1,24.24,59.47,0.07
Palghar,2002,2,24.52,63.52,0.0
Palghar,2002,3,26.87,70.35,0.07
Palghar,2002,4,28.45,74.24,0.05
Palghar,2002,5,29.28,79.2,0.58
Palghar,2002,6,29.22,81.57,12.89
Palghar,2002,7,28.08,82.95,2.69
Palghar,2002,8,27.16,85.63,14.76
Palghar,2002,9,27.41,79.75,2.21
Palghar,2002,10,28.87,69.6,0.25
Palghar,2002,11,27.81,60.97,0.06
Palghar,2002,12,26.25,61.14,0.02
Palghar,2002,13,27.36,72.42,2.82
Palghar,2003,1,25.15,63.51,0.05
Palghar,2003,2,25.27,68.8,0.36
Palghar,2003,3,26.38,68.03,0.0
Palghar,2003,4,28.35,74.03,0.05
Palghar,2003,5,29.02,78.21,0.02
Palghar,2003,6,29.6,81.07,18.14
Palghar,2003,7,28.89,83.69,17.49
Palghar,2003,8,27.94,83.35,10.31
Palghar,2003,9,27.63,82.49,6.28
Palghar,2003,10,28.21,70.1,0.69
Palghar,2003,11,27.37,67.15,0.01
Palghar,2003,12,25.79,61.1,0.0
Palghar,2003,13,27.48,73.47,4.47
Palghar,2004,1,24.15,64.17,0.01
Palghar,2004,2,24.68,66.21,0.0
Palghar,2004,3,27.53,67.41,0.01
Palghar,2004,4,28.26,77.18,0.04
Palghar,2004,5,29.74,75.33,2.35
Palghar,2004,6,29.1,81.58,9.74
Palghar,2004,7,28.41,82.66,17.68
Palghar,2004,8,27.59,84.07,22.36
Palghar,2004,9,27.96,81.52,4.28
Palghar,2004,10,27.42,73.34,1.0
Palghar,2004,11,27.9,64.43,0.17
Palghar,2004,12,25.81,62.51,0.01
Palghar,2004,13,27.38,73.38,4.84
Palghar,2005,1,23.74,61.78,0.05
Palghar,2005,2,24.18,67.3,0.0
Palghar,2005,3,25.97,72.29,0.01
Palghar,2005,4,28.32,70.77,0.14
Palghar,2005,5,29.04,78.07,0.19
Palghar,2005,6,29.48,80.96,18.95
Palghar,2005,7,28.36,84.98,22.18
Palghar,2005,8,27.44,84.87,9.24
Palghar,2005,9,27.42,86.64,18.76
Palghar,2005,10,27.51,73.41,1.31
Palghar,2005,11,26.02,64.77,0.0
Palghar,2005,12,24.69,62.86,0.01
Palghar,2005,13,26.86,74.09,5.91
Palghar,2006,1,24.03,64.11,0.0
Palghar,2006,2,25.83,66.09,0.0
Palghar,2006,3,26.85,66.02,0.33
Palghar,2006,4,27.27,77.16,0.01
Palghar,2006,5,28.63,82.2,3.6
Palghar,2006,6,29.25,79.66,10.89
Palghar,2006,7,27.44,87.42,24.95
Palghar,2006,8,26.82,87.07,21.27
Palghar,2006,9,27.66,84.02,8.63
Palghar,2006,10,28.21,76.21,3.31
Palghar,2006,11,26.88,68.94,0.36
Palghar,2006,12,25.36,67.97,0.01
Palghar,2006,13,27.02,75.63,6.18
Palghar,2007,1,24.45,64.82,0.07
Palghar,2007,2,24.75,69.29,0.06
Palghar,2007,3,26.75,68.0,0.0
Palghar,2007,4,28.49,75.88,0.17
Palghar,2007,5,29.19,78.36,0.17
Palghar,2007,6,29.56,82.81,20.13
Palghar,2007,7,28.43,84.43,15.87
Palghar,2007,8,27.83,85.75,17.21
Palghar,2007,9,28.15,83.07,12.28
Palghar,2007,10,27.35,71.62,0.05
Palghar,2007,11,26.71,67.93,0.18
Palghar,2007,12,25.48,65.45,0.02
Palghar,2007,13,27.27,74.8,5.53
Palghar,2008,1,23.38,61.88,0.0
Palghar,2008,2,22.87,62.24,0.01
Palghar,2008,3,26.07,73.66,0.08
Palghar,2008,4,27.91,74.72,0.04
Palghar,2008,5,28.89,78.52,0.07
Palghar,2008,6,28.87,82.58,17.6
Palghar,2008,7,27.93,84.84,17.67
Palghar,2008,8,27.31,84.65,14.4
Palghar,2008,9,27.59,82.37,12.35
Palghar,2008,10,27.81,74.12,0.7
Palghar,2008,11,26.77,69.87,0.03
Palghar,2008,12,26.35,64.98,0.41
Palghar,2008,13,26.82,74.57,5.28
Palghar,2009,1,25.25,64.89,0.09
Palghar,2009,2,25.1,67.2,0.0
Palghar,2009,3,27.12,70.61,0.2
Palghar,2009,4,29.05,72.89,0.03
Palghar,2009,5,29.2,77.94,0.12
Palghar,2009,6,29.62,77.44,5.39
Palghar,2009,7,27.86,86.56,27.28
Palghar,2009,8,27.71,85.1,6.85
Palghar,2009,9,28.28,82.08,6.88
Palghar,2009,10,28.09,71.07,4.19
Palghar,2009,11,26.14,74.08,1.77
Palghar,2009,12,25.48,65.97,0.02
Palghar,2009,13,27.42,74.69,4.45
Palghar,2010,1,24.79,64.11,0.02
Palghar,2010,2,24.81,64.03,0.04
Palghar,2010,3,27.1,71.38,0.09
Palghar,2010,4,28.89,76.76,0.08
Palghar,2010,5,30.0,78.52,0.1
Palghar,2010,6,29.68,82.82,15.1
Palghar,2010,7,28.35,86.13,26.85
Palghar,2010,8,27.89,85.66,21.48
Palghar,2010,9,28.09,83.11,7.85
Palghar,2010,10,28.57,76.99,3.43
Palghar,2010,11,27.56,77.48,1.99
Palghar,2010,12,24.61,64.46,0.03
Palghar,2010,13,27.54,76.01,6.48
Palghar,2011,1,23.32,64.55,0.01
Palghar,2011,2,24.52,67.07,0.0
Palghar,2011,3,26.81,66.84,0.0
Palghar,2011,4,28.1,73.89,0.06
Palghar,2011,5,28.94,78.94,0.13
Palghar,2011,6,29.1,82.84,7.49
Palghar,2011,7,27.86,86.13,25.9
Palghar,2011,8,27.42,87.41,16.22
Palghar,2011,9,27.52,82.56,7.99
Palghar,2011,10,28.17,75.75,2.36
Palghar,2011,11,27.37,68.21,0.03
Palghar,2011,12,25.88,62.32,0.0
Palghar,2011,13,27.09,74.75,5.07
Palghar,2012,1,23.09,62.96,0.0
Palghar,2012,2,23.37,63.64,0.0
Palghar,2012,3,25.09,68.43,0.0
Palghar,2012,4,27.73,77.55,0.24
Palghar,2012,5,27.95,81.76,0.05
Palghar,2012,6,29.12,81.52,6.27
Palghar,2012,7,28.32,85.09,13.03
Palghar,2012,8,27.63,85.79,8.45
Palghar,2012,9,27.73,83.18,11.44
Palghar,2012,10,28.41,74.59,3.89
Palghar,2012,11,26.43,66.59,0.01
Palghar,2012,12,25.44,67.52,0.0
Palghar,2012,13,26.7,74.92,3.63
Palghar,2013,1,23.82,63.45,0.0
Palghar,2013,2,24.7,68.91,0.22
Palghar,2013,3,26.76,65.6,0.04
Palghar,2013,4,27.66,74.81,0.1
Palghar,2013,5,29.13,79.45,0.15
Palghar,2013,6,28.77,83.96,24.04
Palghar,2013,7,27.53,86.59,21.52
Palghar,2013,8,27.02,86.09,6.63
Palghar,2013,9,27.65,83.94,8.02
Palghar,2013,10,27.94,77.55,2.08
Palghar,2013,11,26.56,70.71,0.04
Palghar,2013,12,25.1,62.42,0.02
Palghar,2013,13,26.9,75.31,5.25
Palghar,2014,1,23.73,64.93,0.33
Palghar,2014,2,24.29,64.97,0.03
Palghar,2014,3,26.34,68.35,0.09
Palghar,2014,4,27.96,72.84,0.1
Palghar,2014,5,29.39,76.0,0.32
Palghar,2014,6,29.85,78.1,2.09
Palghar,2014,7,28.49,83.72,29.66
Palghar,2014,8,27.49,85.49,12.38
Palghar,2014,9,27.82,81.29,6.88
Palghar,2014,10,28.85,70.81,0.75
Palghar,2014,11,27.91,66.27,0.42
Palghar,2014,12,25.53,58.27,0.16
Palghar,2014,13,27.32,72.63,4.49
Palghar,2015,1,23.95,63.07,0.06
Palghar,2015,2,24.92,65.85,0.01
Palghar,2015,3,26.44,69.64,2.16
Palghar,2015,4,27.94,76.56,0.14
Palghar,2015,5,29.64,78.32,0.7
Palghar,2015,6,29.22,81.68,17.63
Palghar,2015,7,28.17,83.93,7.1
Palghar,2015,8,27.73,83.61,3.12
Palghar,2015,9,28.12,78.87,9.92
Palghar,2015,10,29.3,72.28,1.63
Palghar,2015,11,28.17,66.78,0.5
Palghar,2015,12,25.87,57.56,0.0
Palghar,2015,13,27.47,73.21,3.57
Palghar,2016,1,24.31,60.48,0.02
Palghar,2016,2,24.53,69.48,1.41
Palghar,2016,3,26.71,73.28,0.17
Palghar,2016,4,28.21,73.74,0.09
Palghar,2016,5,29.51,79.42,0.54
Palghar,2016,6,29.6,80.53,10.69
Palghar,2016,7,27.82,85.99,26.03
Palghar,2016,8,27.3,86.06,16.4
Palghar,2016,9,27.31,83.54,16.63
Palghar,2016,10,27.26,74.16,2.11
Palghar,2016,11,25.39,67.06,0.01
Palghar,2016,12,24.8,64.63,0.0
Palghar,2016,13,26.9,74.88,6.19
Palghar,2017,1,24.11,62.0,0.0
Palghar,2017,2,25.12,62.33,0.01
Palghar,2017,3,26.3,70.24,0.12
Palghar,2017,4,27.99,76.19,0.01
Palghar,2017,5,29.4,78.64,0.52
Palghar,2017,6,29.66,81.54,15.19
Palghar,2017,7,28.19,84.59,24.19
Palghar,2017,8,27.6,85.12,15.98
Palghar,2017,9,28.08,82.24,10.69
Palghar,2017,10,28.59,73.09,3.6
Palghar,2017,11,26.55,65.59,0.02
Palghar,2017,12,24.19,70.29,1.82
Palghar,2017,13,27.15,74.4,6.06
Palghar,2018,1,24.36,63.11,0.04
Palghar,2018,2,25.25,65.85,0.43
Palghar,2018,3,26.85,69.33,0.07
Palghar,2018,4,28.36,73.8,0.07
Palghar,2018,5,29.31,79.41,0.3
Palghar,2018,6,29.58,81.32,11.82
Palghar,2018,7,27.97,85.54,25.28
Palghar,2018,8,27.1,85.52,8.23
Palghar,2018,9,27.33,81.01,2.27
Palghar,2018,10,29.0,67.73,0.83
Palghar,2018,11,28.04,62.02,0.1
Palghar,2018,12,25.18,56.14,0.02
Palghar,2018,13,27.37,72.6,4.16
Palghar,2019,1,23.27,57.91,0.02
Palghar,2019,2,23.68,65.23,0.03
Palghar,2019,3,25.55,69.25,0.04
Palghar,2019,4,28.15,75.58,0.22
Palghar,2019,5,28.79,79.12,0.02
Palghar,2019,6,29.36,82.35,10.83
Palghar,2019,7,28.48,85.57,25.14
Palghar,2019,8,27.76,85.2,17.13
Palghar,2019,9,27.9,85.95,20.73
Palghar,2019,10,28.19,78.67,5.59
Palghar,2019,11,27.56,72.06,1.73
Palghar,2019,12,25.87,71.67,0.19
Palghar,2019,13,27.06,75.76,6.84
Palghar,2020,1,23.38,68.7,0.01
Palghar,2020,2,24.89,63.77,0.01
Palghar,2020,3,25.92,68.3,0.15
Palghar,2020,4,28.78,74.44,0.23
Palghar,2020,5,29.72,77.38,0.26
Palghar,2020,6,29.18,81.91,12.52
Palghar,2020,7,28.62,84.79,16.99
Palghar,2020,8,28.0,86.72,31.99
Palghar,2020,9,28.12,83.89,8.7
Palghar,2020,10,28.73,75.95,4.86
Palghar,2020,11,26.65,71.77,0.02
Palghar,2020,12,25.19,69.44,0.5
Palghar,2020,13,27.27,75.63,6.4
Palghar,2021,1,24.45,64.72,0.24
Palghar,2021,2,25.21,65.96,0.16
Palghar,2021,3,27.53,67.89,0.08
Palghar,2021,4,28.75,71.82,0.38
Palghar,2021,5,29.91,74.95,6.92
Palghar,2021,6,29.44,80.24,13.07
Palghar,2021,7,28.64,83.12,22.61
Palghar,2021,8,27.54,83.99,10.69
Palghar,2021,9,27.85,85.16,16.1
Palghar,2021,10,27.95,77.22,2.22
Palghar,2021,11,26.77,78.12,1.46
Palghar,2021,12,24.8,71.48,1.69
Palghar,2021,13,27.41,75.43,6.34
Palghar,2022,1,23.13,68.04,0.09
Palghar,2022,2,23.8,68.4,0.02
Palghar,2022,3,27.09,69.65,0.39
Palghar,2022,4,28.96,75.58,0.16
Palghar,2022,5,29.47,78.56,0.56
Palghar,2022,6,29.13,82.05,8.45
Palghar,2022,7,28.05,84.21,32.44
Palghar,2022,8,27.62,84.62,14.35
Palghar,2022,9,27.9,83.55,14.78
Palghar,2022,10,27.66,75.7,4.04
Palghar,2022,11,25.33,73.79,0.05
Palghar,2022,12,25.26,71.38,0.37
Palghar,2022,13,26.97,76.33,6.36
Palghar,2023,1,23.33,64.82,0.01
Palghar,2023,2,25.08,60.58,0.01
Palghar,2023,3,27.09,63.6,0.51
Palghar,2023,4,28.29,70.7,0.32
Palghar,2023,5,29.44,75.92,0.44
Palghar,2023,6,29.6,80.54,11.9
Palghar,2023,7,28.29,86.07,28.63
Palghar,2023,8,27.72,83.89,4.1
Palghar,2023,9,28.17,84.51,10.29
Palghar,2023,10,28.46,74.7,0.31
Palghar,2023,11,27.45,70.77,0.75
Palghar,2023,12,26.25,66.13,0.03
Palghar,2023,13,27.44,73.59,4.8
Raigad,1997,1,22.19,53.5,0.07
Raigad,1997,2,24.26,43.41,0.0
Raigad,1997,3,29.39,39.59,0.0
Raigad,1997,4,29.28,52.13,0.06
Raigad,1997,5,30.53,58.21,0.04
Raigad,1997,6,28.11,81.08,18.52
Raigad,1997,7,26.58,89.04,16.43
Raigad,1997,8,25.85,90.2,21.61
Raigad,1997,9,25.65,87.38,5.82
Raigad,1997,10,25.83,77.71,0.4
Raigad,1997,11,25.91,76.02,2.97
Raigad,1997,12,22.71,74.14,1.19
Raigad,1997,13,26.37,68.68,5.62
Raigad,1998,1,23.12,58.52,0.0
Raigad,1998,2,24.43,48.41,0.0
Raigad,1998,3,27.85,46.57,0.0
Raigad,1998,4,31.11,53.7,0.0
Raigad,1998,5,32.62,55.89,0.23
Raigad,1998,6,29.56,74.36,11.63
Raigad,1998,7,26.75,89.6,19.45
Raigad,1998,8,26.86,90.62,13.95
Raigad,1998,9,26.59,89.66,13.27
Raigad,1998,10,26.26,83.83,10.03
Raigad,1998,11,24.12,75.64,1.09
Raigad,1998,12,21.59,63.37,0.0
Raigad,1998,13,26.75,69.31,5.84
Raigad,1999,1,21.69,57.15,0.0
Raigad,1999,2,26.64,47.81,0.02
Raigad,1999,3,29.11,39.89,0.0
Raigad,1999,4,30.45,56.05,0.0
Raigad,1999,5,29.47,67.4,1.73
Raigad,1999,6,27.7,80.92,15.31
Raigad,1999,7,26.53,88.56,12.75
Raigad,1999,8,25.75,88.92,4.9
Raigad,1999,9,25.76,88.91,10.98
Raigad,1999,10,25.63,80.87,7.52
Raigad,1999,11,23.38,66.99,0.0
Raigad,1999,12,22.33,56.12,0.0
Raigad,1999,13,26.19,68.41,4.45
Raigad,2000,1,23.43,48.02,0.0
Raigad,2000,2,24.14,51.28,0.0
Raigad,2000,3,27.56,42.79,0.0
Raigad,2000,4,30.74,55.3,0.0
Raigad,2000,5,29.2,70.9,8.71
Raigad,2000,6,27.58,84.18,10.48
Raigad,2000,7,25.99,88.47,26.48
Raigad,2000,8,26.09,88.43,11.54
Raigad,2000,9,26.25,86.14,3.41
Raigad,2000,10,26.36,78.52,2.05
Raigad,2000,11,24.72,63.81,0.15
Raigad,2000,12,23.32,44.4,0.36
Raigad,2000,13,26.28,66.88,5.31
Raigad,2001,1,24.19,46.1,0.0
Raigad,2001,2,25.55,41.31,0.0
Raigad,2001,3,27.22,55.51,0.0
Raigad,2001,4,30.78,49.6,0.05
Raigad,2001,5,30.76,62.44,0.94
Raigad,2001,6,27.71,81.88,16.89
Raigad,2001,7,26.25,88.99,20.17
Raigad,2001,8,25.64,90.94,13.87
Raigad,2001,9,26.15,87.68,5.2
Raigad,2001,10,25.84,80.23,3.88
Raigad,2001,11,24.41,66.72,0.21
Raigad,2001,12,23.69,56.33,0.0
Raigad,2001,13,26.52,67.48,5.14
Raigad,2002,1,22.4,51.24,0.0
Raigad,2002,2,26.27,39.36,0.0
Raigad,2002,3,29.44,43.22,0.01
Raigad,2002,4,31.34,50.05,0.07
Raigad,2002,5,31.5,60.51,0.28
Raigad,2002,6,28.85,77.94,16.63
Raigad,2002,7,26.88,85.08,4.09
Raigad,2002,8,25.8,89.88,18.7
Raigad,2002,9,25.84,85.8,2.99
Raigad,2002,10,26.92,71.8,0.56
Raigad,2002,11,25.61,57.2,0.09
Raigad,2002,12,24.62,48.81,0.0
Raigad,2002,13,27.12,63.56,3.63
Raigad,2003,1,25.72,42.97,0.0
Raigad,2003,2,26.34,48.37,0.3
Raigad,2003,3,28.57,41.95,0.0
Raigad,2003,4,30.97,52.54,0.03
Raigad,2003,5,31.29,58.44,0.0
Raigad,2003,6,28.79,79.64,23.64
Raigad,2003,7,26.96,89.79,18.89
Raigad,2003,8,26.23,89.52,12.27
Raigad,2003,9,25.89,88.94,7.78
Raigad,2003,10,25.95,75.98,1.65
Raigad,2003,11,24.78,69.89,0.04
Raigad,2003,12,23.45,56.57,0.01
Raigad,2003,13,27.08,66.29,5.4
Raigad,2004,1,23.26,51.89,0.01
Raigad,2004,2,26.36,38.94,0.0
Raigad,2004,3,30.38,37.07,0.0
Raigad,2004,4,30.35,57.17,0.0
Raigad,2004,5,30.85,62.81,2.97
Raigad,2004,6,27.99,81.28,12.55
Raigad,2004,7,26.76,87.27,21.17
Raigad,2004,8,25.75,90.59,30.79
Raigad,2004,9,26.47,86.95,7.59
Raigad,2004,10,25.08,76.77,0.88
Raigad,2004,11,25.05,66.56,0.14
Raigad,2004,12,23.57,54.36,0.0
Raigad,2004,13,26.82,66.04,6.39
Raigad,2005,1,22.88,49.6,0.11
Raigad,2005,2,25.2,46.68,0.0
Raigad,2005,3,28.31,48.31,0.01
Raigad,2005,4,30.55,48.54,0.45
Raigad,2005,5,30.99,59.87,0.49
Raigad,2005,6,29.35,76.08,26.21
Raigad,2005,7,26.63,91.14,34.58
Raigad,2005,8,26.02,90.19,15.13
Raigad,2005,9,25.88,92.06,25.87
Raigad,2005,10,25.52,77.0,2.44
Raigad,2005,11,23.08,66.68,0.0
Raigad,2005,12,22.29,58.58,0.0
Raigad,2005,13,26.39,67.19,8.8
Raigad,2006,1,23.41,49.35,0.0
Raigad,2006,2,27.45,38.58,0.0
Raigad,2006,3,28.19,48.1,0.31
Raigad,2006,4,29.69,56.88,0.0
Raigad,2006,5,30.6,63.86,5.91
Raigad,2006,6,28.23,81.59,14.65
Raigad,2006,7,26.03,91.13,36.32
Raigad,2006,8,25.47,91.52,34.05
Raigad,2006,9,26.08,90.43,12.82
Raigad,2006,10,26.46,79.43,4.75
Raigad,2006,11,24.64,74.58,0.8
Raigad,2006,12,23.59,62.22,0.01
Raigad,2006,13,26.64,69.15,9.23
Raigad,2007,1,23.93,51.69,0.0
Raigad,2007,2,25.54,53.43,0.01
Raigad,2007,3,28.9,42.48,0.0
Raigad,2007,4,31.38,50.85,0.28
Raigad,2007,5,31.1,60.14,0.14
Raigad,2007,6,28.75,81.18,28.52
Raigad,2007,7,26.82,89.76,24.2
Raigad,2007,8,26.25,90.84,19.71
Raigad,2007,9,26.4,89.6,15.04
Raigad,2007,10,25.24,73.54,0.16
Raigad,2007,11,24.15,68.08,0.26
Raigad,2007,12,23.72,60.73,0.0
Raigad,2007,13,26.85,67.76,7.38
Raigad,2008,1,22.51,47.32,0.0
Raigad,2008,2,24.17,39.35,0.0
Raigad,2008,3,28.93,44.24,0.22
Raigad,2008,4,30.6,51.87,0.01
Raigad,2008,5,30.56,61.49,0.11
Raigad,2008,6,27.73,84.03,22.72
Raigad,2008,7,26.47,89.39,21.06
Raigad,2008,8,25.81,90.33,22.08
Raigad,2008,9,25.96,88.88,17.57
Raigad,2008,10,25.73,75.21,1.17
Raigad,2008,11,24.64,67.6,0.08
Raigad,2008,12,24.6,58.16,0.23
Raigad,2008,13,26.48,66.57,7.11
Raigad,2009,1,24.88,50.29,0.0
Raigad,2009,2,26.6,39.78,0.0
Raigad,2009,3,29.64,42.01,0.1
Raigad,2009,4,31.96,47.6,0.02
Raigad,2009,5,31.21,58.69,0.07
Raigad,2009,6,29.42,72.9,7.38
Raigad,2009,7,26.48,90.44,33.97
Raigad,2009,8,26.39,89.42,12.96
Raigad,2009,9,26.61,88.71,9.22
Raigad,2009,10,26.04,75.76,6.74
Raigad,2009,11,24.36,75.11,3.65
Raigad,2009,12,23.02,67.18,0.0
Raigad,2009,13,27.21,66.66,6.24
Raigad,2010,1,23.54,56.91,0.01
Raigad,2010,2,25.03,50.76,0.0
Raigad,2010,3,29.45,46.79,0.19
Raigad,2010,4,31.34,53.3,0.02
Raigad,2010,5,32.12,59.92,0.26
Raigad,2010,6,28.52,84.07,22.18
Raigad,2010,7,26.74,91.49,34.17
Raigad,2010,8,26.38,91.06,28.08
Raigad,2010,9,26.57,88.74,8.69
Raigad,2010,10,26.64,81.91,6.3
Raigad,2010,11,25.74,82.33,2.19
Raigad,2010,12,21.53,70.72,0.0
Raigad,2010,13,26.97,71.61,8.58
Raigad,2011,1,21.97,56.83,0.0
Raigad,2011,2,24.51,51.27,0.01
Raigad,2011,3,29.24,39.23,0.0
Raigad,2011,4,30.3,55.11,0.23
Raigad,2011,5,30.77,60.96,0.07
Raigad,2011,6,28.19,82.42,11.67
Raigad,2011,7,26.52,90.04,34.91
Raigad,2011,8,26.08,91.33,20.66
Raigad,2011,9,25.98,88.54,11.61
Raigad,2011,10,26.43,79.16,5.41
Raigad,2011,11,24.86,66.61,0.01
Raigad,2011,12,23.2,58.8,0.0
Raigad,2011,13,26.51,68.45,7.12
Raigad,2012,1,21.5,54.44,0.0
Raigad,2012,2,25.2,35.81,0.0
Raigad,2012,3,27.83,37.52,0.0
Raigad,2012,4,30.52,53.32,0.08
Raigad,2012,5,30.43,61.28,0.06
Raigad,2012,6,29.13,74.58,7.85
Raigad,2012,7,26.85,88.77,18.4
Raigad,2012,8,26.21,90.3,12.86
Raigad,2012,9,25.97,89.12,13.61
Raigad,2012,10,26.4,78.5,6.67
Raigad,2012,11,24.0,67.33,0.01
Raigad,2012,12,23.35,63.03,0.0
Raigad,2012,13,26.45,66.28,4.98
Raigad,2013,1,22.57,53.53,0.0
Raigad,2013,2,25.71,50.1,0.24
Raigad,2013,3,28.78,42.68,0.03
Raigad,2013,4,29.75,55.77,0.0
Raigad,2013,5,31.21,60.35,0.01
