Taluka,Latitude,Longitude,Year,Month,Temperature_C,Humidity_pct,Rain_mm_per_day
Chandgad,15.9012,74.2467,1998,6,25.17,81.73,15.62
Chandgad,15.9012,74.2467,1998,7,23.41,91.19,10.5
Chandgad,15.9012,74.2467,1998,8,23.47,91.54,10.29
Chandgad,15.9012,74.2467,1998,9,23.21,91.11,7.39
Chandgad,15.9012,74.2467,1998,10,22.57,88.64,2.98
Chandgad,15.9012,74.2467,1998,11,20.89,79.97,1.38
Chandgad,15.9012,74.2467,1998,12,19.66,61.49,0.05
Chandgad,15.9012,74.2467,1998,13,24.21,70.96,4.25
Chandgad,15.9012,74.2467,1999,1,21.05,47.38,0.0
Chandgad,15.9012,74.2467,1999,2,25.7,38.1,0.05
Chandgad,15.9012,74.2467,1999,3,28.12,40.23,0.0
Chandgad,15.9012,74.2467,1999,4,28.42,54.79,0.01
Chandgad,15.9012,74.2467,1999,5,25.88,72.05,4.22
Chandgad,15.9012,74.2467,1999,6,23.63,87.04,13.91
Chandgad,15.9012,74.2467,1999,7,22.99,91.52,17.06
Chandgad,15.9012,74.2467,1999,8,22.68,90.01,3.62
Chandgad,15.9012,74.2467,1999,9,22.74,88.36,3.08
Chandgad,15.9012,74.2467,1999,10,23.12,83.02,4.13
Chandgad,15.9012,74.2467,1999,11,22.03,65.89,0.05
Chandgad,15.9012,74.2467,1999,12,21.58,49.84,0.0
Chandgad,15.9012,74.2467,1999,13,23.98,67.52,3.87
Chandgad,15.9012,74.2467,2000,1,23.37,38.34,0.02
Chandgad,15.9012,74.2467,2000,2,23.41,52.99,0.09
Chandgad,15.9012,74.2467,2000,3,26.57,42.04,0.0
Chandgad,15.9012,74.2467,2000,4,28.59,55.29,0.61
Chandgad,15.9012,74.2467,2000,5,26.39,70.38,3.84
Chandgad,15.9012,74.2467,2000,6,23.72,87.8,9.81
Chandgad,15.9012,74.2467,2000,7,22.65,90.53,12.67
Chandgad,15.9012,74.2467,2000,8,22.7,90.0,7.95
Chandgad,15.9012,74.2467,2000,9,23.41,87.47,4.87
Chandgad,15.9012,74.2467,2000,10,23.31,80.61,2.67
Chandgad,15.9012,74.2467,2000,11,22.06,66.76,0.26
Chandgad,15.9012,74.2467,2000,12,21.22,45.08,0.19
Chandgad,15.9012,74.2467,2000,13,23.95,67.28,3.6
Chandgad,15.9012,74.2467,2001,1,23.32,43.82,0.06
Chandgad,15.9012,74.2467,2001,2,24.99,36.16,0.0
Chandgad,15.9012,74.2467,2001,3,25.79,48.62,0.0
Chandgad,15.9012,74.2467,2001,4,28.69,51.96,0.61
Chandgad,15.9012,74.2467,2001,5,27.27,64.28,2.0
Chandgad,15.9012,74.2467,2001,6,24.04,83.31,7.04
Chandgad,15.9012,74.2467,2001,7,23.12,88.35,10.13
Chandgad,15.9012,74.2467,2001,8,22.66,90.61,7.17
Chandgad,15.9012,74.2467,2001,9,23.19,86.76,2.7
Chandgad,15.9012,74.2467,2001,10,22.7,81.77,2.49
Chandgad,15.9012,74.2467,2001,11,22.9,68.51,0.55
Chandgad,15.9012,74.2467,2001,12,21.98,51.52,0.03
Chandgad,15.9012,74.2467,2001,13,24.21,66.48,2.75
Chandgad,15.9012,74.2467,2002,1,22.11,50.36,0.01
Chandgad,15.9012,74.2467,2002,2,25.35,42.05,0.01
Chandgad,15.9012,74.2467,2002,3,27.8,44.38,0.01
Chandgad,15.9012,74.2467,2002,4,29.74,49.32,0.31
Chandgad,15.9012,74.2467,2002,5,27.65,67.41,1.31
Chandgad,15.9012,74.2467,2002,6,24.54,85.93,13.34
Chandgad,15.9012,74.2467,2002,7,23.54,87.51,4.6
Chandgad,15.9012,74.2467,2002,8,22.88,89.61,9.23
Chandgad,15.9012,74.2467,2002,9,23.13,85.01,1.51
Chandgad,15.9012,74.2467,2002,10,24.0,79.39,4.09
Chandgad,15.9012,74.2467,2002,11,23.26,62.73,0.1
Chandgad,15.9012,74.2467,2002,12,22.44,48.73,0.0
Chandgad,15.9012,74.2467,2002,13,24.69,66.18,2.89
Chandgad,15.9012,74.2467,2003,1,23.61,47.0,0.0
Chandgad,15.9012,74.2467,2003,2,25.76,44.94,0.07
Chandgad,15.9012,74.2467,2003,3,27.61,45.33,0.41
Chandgad,15.9012,74.2467,2003,4,29.2,49.41,1.04
Chandgad,15.9012,74.2467,2003,5,28.82,57.99,0.41
Chandgad,15.9012,74.2467,2003,6,25.43,80.01,10.15
Chandgad,15.9012,74.2467,2003,7,23.6,90.68,9.18
Chandgad,15.9012,74.2467,2003,8,23.36,89.49,5.15
Chandgad,15.9012,74.2467,2003,9,23.24,86.59,2.28
Chandgad,15.9012,74.2467,2003,10,23.57,80.05,2.99
Chandgad,15.9012,74.2467,2003,11,23.21,63.62,0.08
Chandgad,15.9012,74.2467,2003,12,22.21,46.73,0.05
Chandgad,15.9012,74.2467,2003,13,24.96,65.27,2.66
Chandgad,15.9012,74.2467,2004,1,22.46,49.78,0.0
Chandgad,15.9012,74.2467,2004,2,24.97,38.88,0.01
Chandgad,15.9012,74.2467,2004,3,28.49,44.57,0.02
Chandgad,15.9012,74.2467,2004,4,28.86,51.26,0.53
Chandgad,15.9012,74.2467,2004,5,26.19,73.64,4.96
Chandgad,15.9012,74.2467,2004,6,23.76,88.45,11.07
Chandgad,15.9012,74.2467,2004,7,23.24,89.39,7.65
Chandgad,15.9012,74.2467,2004,8,22.73,90.63,9.84
Chandgad,15.9012,74.2467,2004,9,23.0,88.15,3.61
Chandgad,15.9012,74.2467,2004,10,22.98,79.36,1.43
Chandgad,15.9012,74.2467,2004,11,22.68,62.59,0.64
Chandgad,15.9012,74.2467,2004,12,21.65,45.18,0.0
Chandgad,15.9012,74.2467,2004,13,24.24,66.91,3.32
Chandgad,15.9012,74.2467,2005,1,23.06,46.51,0.03
Chandgad,15.9012,74.2467,2005,2,24.9,43.37,0.0
Chandgad,15.9012,74.2467,2005,3,26.95,45.19,0.02
Chandgad,15.9012,74.2467,2005,4,28.22,53.87,1.52
Chandgad,15.9012,74.2467,2005,5,28.01,61.08,1.45
Chandgad,15.9012,74.2467,2005,6,24.79,85.11,14.3
Chandgad,15.9012,74.2467,2005,7,23.41,92.55,18.87
Chandgad,15.9012,74.2467,2005,8,22.9,92.27,10.1
Chandgad,15.9012,74.2467,2005,9,23.04,91.79,10.86
Chandgad,15.9012,74.2467,2005,10,22.77,85.32,3.72
Chandgad,15.9012,74.2467,2005,11,19.45,75.43,0.07
Chandgad,15.9012,74.2467,2005,12,20.33,62.01,0.0
Chandgad,15.9012,74.2467,2005,13,23.98,69.68,5.1
Chandgad,15.9012,74.2467,2006,1,22.14,44.72,0.0
Chandgad,15.9012,74.2467,2006,2,24.89,36.77,0.0
Chandgad,15.9012,74.2467,2006,3,26.06,52.03,0.7
Chandgad,15.9012,74.2467,2006,4,28.46,50.58,0.13
Chandgad,15.9012,74.2467,2006,5,27.69,64.73,8.4
Chandgad,15.9012,74.2467,2006,6,23.87,89.53,12.89
Chandgad,15.9012,74.2467,2006,7,22.98,91.4,11.95
Chandgad,15.9012,74.2467,2006,8,22.46,92.02,11.45
Chandgad,15.9012,74.2467,2006,9,23.28,90.2,7.5
Chandgad,15.9012,74.2467,2006,10,23.12,84.02,4.55
Chandgad,15.9012,74.2467,2006,11,22.05,82.45,1.25
Chandgad,15.9012,74.2467,2006,12,20.53,63.64,0.0
Chandgad,15.9012,74.2467,2006,13,23.95,70.36,4.94
Chandgad,15.9012,74.2467,2007,1,22.47,47.13,0.0
Chandgad,15.9012,74.2467,2007,2,23.95,49.86,0.0
Chandgad,15.9012,74.2467,2007,3,27.66,46.13,0.01
Chandgad,15.9012,74.2467,2007,4,29.18,51.9,0.84
Chandgad,15.9012,74.2467,2007,5,27.47,66.22,2.25
Chandgad,15.9012,74.2467,2007,6,24.62,86.42,20.77
Chandgad,15.9012,74.2467,2007,7,23.47,91.78,13.52
Chandgad,15.9012,74.2467,2007,8,22.96,92.36,14.44
Chandgad,15.9012,74.2467,2007,9,23.07,91.48,10.06
Chandgad,15.9012,74.2467,2007,10,22.59,83.57,1.44
Chandgad,15.9012,74.2467,2007,11,20.31,74.53,1.31
Chandgad,15.9012,74.2467,2007,12,21.37,64.37,0.02
Chandgad,15.9012,74.2467,2007,13,24.09,70.59,5.4
Chandgad,15.9012,74.2467,2008,1,21.61,48.04,0.0
Chandgad,15.9012,74.2467,2008,2,23.45,49.14,0.41
Chandgad,15.9012,74.2467,2008,3,25.95,52.5,2.41
Chandgad,15.9012,74.2467,2008,4,27.31,58.26,0.99
Chandgad,15.9012,74.2467,2008,5,27.0,65.38,1.83
Chandgad,15.9012,74.2467,2008,6,24.1,86.41,9.76
Chandgad,15.9012,74.2467,2008,7,23.58,87.95,7.5
Chandgad,15.9012,74.2467,2008,8,22.95,90.97,13.13
Chandgad,15.9012,74.2467,2008,9,22.8,89.82,7.8
Chandgad,15.9012,74.2467,2008,10,22.93,79.48,1.34
Chandgad,15.9012,74.2467,2008,11,22.45,67.13,0.69
Chandgad,15.9012,74.2467,2008,12,21.87,57.71,0.21
Chandgad,15.9012,74.2467,2008,13,23.83,69.44,3.85
Chandgad,15.9012,74.2467,2009,1,23.1,45.02,0.0
Chandgad,15.9012,74.2467,2009,2,25.69,41.3,0.0
Chandgad,15.9012,74.2467,2009,3,28.04,42.9,0.19
Chandgad,15.9012,74.2467,2009,4,29.18,50.87,0.39
Chandgad,15.9012,74.2467,2009,5,27.85,62.74,1.24
Chandgad,15.9012,74.2467,2009,6,24.55,83.07,7.88
Chandgad,15.9012,74.2467,2009,7,23.17,91.63,20.49
Chandgad,15.9012,74.2467,2009,8,23.25,90.17,5.67
Chandgad,15.9012,74.2467,2009,9,23.52,89.67,8.49
Chandgad,15.9012,74.2467,2009,10,22.56,82.41,5.35
Chandgad,15.9012,74.2467,2009,11,21.8,81.87,2.86
Chandgad,15.9012,74.2467,2009,12,21.31,71.69,0.29
Chandgad,15.9012,74.2467,2009,13,24.49,69.6,4.43
Chandgad,15.9012,74.2467,2010,1,22.18,63.61,0.45
Chandgad,15.9012,74.2467,2010,2,24.96,49.45,0.0
Chandgad,15.9012,74.2467,2010,3,28.37,43.02,0.0
Chandgad,15.9012,74.2467,2010,4,28.97,52.5,0.56
Chandgad,15.9012,74.2467,2010,5,28.69,62.69,0.86
Chandgad,15.9012,74.2467,2010,6,25.01,83.25,12.93
Chandgad,15.9012,74.2467,2010,7,23.24,91.25,18.07
Chandgad,15.9012,74.2467,2010,8,23.12,91.97,10.38
Chandgad,15.9012,74.2467,2010,9,23.24,90.38,8.22
Chandgad,15.9012,74.2467,2010,10,23.03,87.59,4.09
Chandgad,15.9012,74.2467,2010,11,22.37,87.0,3.2
Chandgad,15.9012,74.2467,2010,12,19.7,74.18,0.04
Chandgad,15.9012,74.2467,2010,13,24.4,73.21,4.93
Chandgad,15.9012,74.2467,2011,1,21.07,53.13,0.0
Chandgad,15.9012,74.2467,2011,2,23.2,50.79,0.03
Chandgad,15.9012,74.2467,2011,3,27.66,41.93,0.0
Chandgad,15.9012,74.2467,2011,4,27.59,54.98,0.99
Chandgad,15.9012,74.2467,2011,5,27.59,62.73,1.48
Chandgad,15.9012,74.2467,2011,6,24.39,84.69,8.18
Chandgad,15.9012,74.2467,2011,7,23.18,89.72,14.2
Chandgad,15.9012,74.2467,2011,8,22.9,91.55,12.99
Chandgad,15.9012,74.2467,2011,9,22.75,90.33,6.65
Chandgad,15.9012,74.2467,2011,10,23.31,84.38,3.26
Chandgad,15.9012,74.2467,2011,11,22.15,67.64,0.28
Chandgad,15.9012,74.2467,2011,12,22.23,51.28,0.0
Chandgad,15.9012,74.2467,2011,13,24.01,68.68,4.04
Chandgad,15.9012,74.2467,2012,1,22.17,48.81,0.0
Chandgad,15.9012,74.2467,2012,2,25.05,35.77,0.0
Chandgad,15.9012,74.2467,2012,3,26.73,39.9,0.0
Chandgad,15.9012,74.2467,2012,4,28.18,55.3,1.39
Chandgad,15.9012,74.2467,2012,5,28.06,59.22,0.44
Chandgad,15.9012,74.2467,2012,6,24.63,80.62,10.96
Chandgad,15.9012,74.2467,2012,7,23.35,89.66,9.96
Chandgad,15.9012,74.2467,2012,8,23.09,90.67,8.94
Chandgad,15.9012,74.2467,2012,9,23.0,89.01,4.54
Chandgad,15.9012,74.2467,2012,10,23.25,76.94,2.18
Chandgad,15.9012,74.2467,2012,11,22.55,70.9,0.85
Chandgad,15.9012,74.2467,2012,12,22.71,56.15,0.0
Chandgad,15.9012,74.2467,2012,13,24.39,66.16,3.28
Chandgad,15.9012,74.2467,2013,1,23.32,45.76,0.01
Chandgad,15.9012,74.2467,2013,2,25.36,45.02,0.18
Chandgad,15.9012,74.2467,2013,3,27.52,42.94,0.05
Chandgad,15.9012,74.2467,2013,4,27.94,53.15,0.5
Chandgad,15.9012,74.2467,2013,5,27.52,65.4,1.93
Chandgad,15.9012,74.2467,2013,6,24.13,87.08,11.18
Chandgad,15.9012,74.2467,2013,7,22.92,92.33,17.91
Chandgad,15.9012,74.2467,2013,8,22.73,90.74,5.61
Chandgad,15.9012,74.2467,2013,9,22.92,90.35,7.71
Chandgad,15.9012,74.2467,2013,10,22.83,86.63,2.72
Chandgad,15.9012,74.2467,2013,11,21.76,73.37,0.04
Chandgad,15.9012,74.2467,2013,12,20.85,55.27,0.0
Chandgad,15.9012,74.2467,2013,13,24.14,69.12,4.01
Chandgad,15.9012,74.2467,2014,1,22.72,52.99,0.0
Chandgad,15.9012,74.2467,2014,2,23.79,49.97,0.04
Chandgad,15.9012,74.2467,2014,3,26.78,45.05,0.32
Chandgad,15.9012,74.2467,2014,4,29.04,47.71,0.46
Chandgad,15.9012,74.2467,2014,5,27.71,63.82,3.29
Chandgad,15.9012,74.2467,2014,6,25.31,81.91,5.86
Chandgad,15.9012,74.2467,2014,7,23.64,89.1,16.99
Chandgad,15.9012,74.2467,2014,8,23.2,91.11,12.97
Chandgad,15.9012,74.2467,2014,9,23.22,89.27,3.89
Chandgad,15.9012,74.2467,2014,10,23.2,81.96,4.73
Chandgad,15.9012,74.2467,2014,11,21.47,72.15,1.0
Chandgad,15.9012,74.2467,2014,12,21.02,64.86,0.53
Chandgad,15.9012,74.2467,2014,13,24.26,69.28,4.22
Chandgad,15.9012,74.2467,2015,1,21.19,52.66,0.01
Chandgad,15.9012,74.2467,2015,2,24.07,42.01,0.36
Chandgad,15.9012,74.2467,2015,3,26.21,53.34,0.68
Chandgad,15.9012,74.2467,2015,4,27.96,53.85,0.99
Chandgad,15.9012,74.2467,2015,5,27.85,65.82,2.17
Chandgad,15.9012,74.2467,2015,6,24.42,84.37,11.54
Chandgad,15.9012,74.2467,2015,7,23.76,88.02,6.87
Chandgad,15.9012,74.2467,2015,8,23.51,88.95,6.11
Chandgad,15.9012,74.2467,2015,9,23.48,86.53,3.68
Chandgad,15.9012,74.2467,2015,10,24.43,77.71,2.16
Chandgad,15.9012,74.2467,2015,11,24.02,67.75,0.39
Chandgad,15.9012,74.2467,2015,12,23.73,52.78,0.04
Chandgad,15.9012,74.2467,2015,13,24.55,67.97,2.92
Chandgad,15.9012,74.2467,2016,1,22.98,44.76,0.0
Chandgad,15.9012,74.2467,2016,2,25.61,47.93,0.0
Chandgad,15.9012,74.2467,2016,3,28.15,44.99,0.27
Chandgad,15.9012,74.2467,2016,4,29.36,50.47,0.39
Chandgad,15.9012,74.2467,2016,5,28.64,61.36,0.87
Chandgad,15.9012,74.2467,2016,6,24.54,84.27,14.05
Chandgad,15.9012,74.2467,2016,7,23.03,93.08,22.03
Chandgad,15.9012,74.2467,2016,8,22.84,91.84,13.25
Chandgad,15.9012,74.2467,2016,9,22.32,90.71,5.03
Chandgad,15.9012,74.2467,2016,10,21.84,80.94,1.7
Chandgad,15.9012,74.2467,2016,11,20.89,61.5,0.54
Chandgad,15.9012,74.2467,2016,12,22.05,47.04,0.01
Chandgad,15.9012,74.2467,2016,13,24.35,66.62,4.87
Chandgad,15.9012,74.2467,2017,1,22.76,42.06,0.0
Chandgad,15.9012,74.2467,2017,2,25.12,37.27,0.0
Chandgad,15.9012,74.2467,2017,3,26.62,46.91,0.02
Chandgad,15.9012,74.2467,2017,4,29.02,49.68,0.23
Chandgad,15.9012,74.2467,2017,5,28.32,62.68,2.24
Chandgad,15.9012,74.2467,2017,6,24.64,84.23,8.43
Chandgad,15.9012,74.2467,2017,7,23.6,89.45,11.6
Chandgad,15.9012,74.2467,2017,8,23.32,89.64,7.52
Chandgad,15.9012,74.2467,2017,9,23.64,89.47,10.39
Chandgad,15.9012,74.2467,2017,10,23.12,86.2,3.97
Chandgad,15.9012,74.2467,2017,11,20.88,74.78,0.05
Chandgad,15.9012,74.2467,2017,12,20.95,61.96,0.2
Chandgad,15.9012,74.2467,2017,13,24.32,68.04,3.74
Chandgad,15.9012,74.2467,2018,1,22.14,45.4,0.01
Chandgad,15.9012,74.2467,2018,2,24.81,32.23,0.02
Chandgad,15.9012,74.2467,2018,3,27.3,43.81,0.26
Chandgad,15.9012,74.2467,2018,4,29.3,46.87,0.46
Chandgad,15.9012,74.2467,2018,5,27.48,67.57,3.1
Chandgad,15.9012,74.2467,2018,6,24.23,88.79,15.59
Chandgad,15.9012,74.2467,2018,7,23.05,92.0,14.61
Chandgad,15.9012,74.2467,2018,8,22.65,90.98,7.74
Chandgad,15.9012,74.2467,2018,9,22.85,86.92,4.47
Chandgad,15.9012,74.2467,2018,10,23.44,74.66,1.66
Chandgad,15.9012,74.2467,2018,11,22.98,62.6,0.54
Chandgad,15.9012,74.2467,2018,12,22.12,54.0,0.11
Chandgad,15.9012,74.2467,2018,13,24.35,65.7,4.07
Chandgad,15.9012,74.2467,2019,1,22.03,38.27,0.0
Chandgad,15.9012,74.2467,2019,2,24.92,39.54,0.0
Chandgad,15.9012,74.2467,2019,3,27.02,43.47,0.41
Chandgad,15.9012,74.2467,2019,4,29.31,49.26,0.64
Chandgad,15.9012,74.2467,2019,5,29.02,54.93,0.12
Chandgad,15.9012,74.2467,2019,6,26.06,77.58,12.43
Chandgad,15.9012,74.2467,2019,7,23.68,92.48,21.24
Chandgad,15.9012,74.2467,2019,8,23.23,92.57,27.77
Chandgad,15.9012,74.2467,2019,9,23.09,91.87,11.24
Chandgad,15.9012,74.2467,2019,10,23.01,90.02,10.82
Chandgad,15.9012,74.2467,2019,11,21.8,84.74,0.49
Chandgad,15.9012,74.2467,2019,12,21.76,79.67,0.07
Chandgad,15.9012,74.2467,2019,13,24.57,69.71,7.17
Chandgad,15.9012,74.2467,2020,1,21.84,66.95,0.01
Chandgad,15.9012,74.2467,2020,2,24.55,47.71,0.05
Chandgad,15.9012,74.2467,2020,3,26.78,50.67,0.46
Chandgad,15.9012,74.2467,2020,4,29.06,52.73,1.24
Chandgad,15.9012,74.2467,2020,5,29.32,60.04,1.43
Chandgad,15.9012,74.2467,2020,6,24.3,87.06,14.58
Chandgad,15.9012,74.2467,2020,7,23.36,91.56,17.3
Chandgad,15.9012,74.2467,2020,8,23.24,93.36,20.69
Chandgad,15.9012,74.2467,2020,9,23.18,91.59,12.58
Chandgad,15.9012,74.2467,2020,10,22.99,89.6,8.15
Chandgad,15.9012,74.2467,2020,11,21.75,84.11,0.01
Chandgad,15.9012,74.2467,2020,12,20.94,73.57,0.08
Chandgad,15.9012,74.2467,2020,13,24.27,74.17,6.41
Chandgad,15.9012,74.2467,2021,1,23.19,67.05,0.31
Chandgad,15.9012,74.2467,2021,2,24.06,49.67,0.33
Chandgad,15.9012,74.2467,2021,3,28.19,41.48,0.08
Chandgad,15.9012,74.2467,2021,4,28.69,53.1,1.3
Chandgad,15.9012,74.2467,2021,5,26.5,76.04,8.13
Chandgad,15.9012,74.2467,2021,6,23.94,88.62,16.71
Chandgad,15.9012,74.2467,2021,7,23.26,92.69,22.96
Chandgad,15.9012,74.2467,2021,8,23.0,89.87,4.64
Chandgad,15.9012,74.2467,2021,9,23.03,91.07,7.56
Chandgad,15.9012,74.2467,2021,10,23.51,86.48,4.25
Chandgad,15.9012,74.2467,2021,11,22.79,84.29,2.97
Chandgad,15.9012,74.2467,2021,12,20.76,78.96,2.05
Chandgad,15.9012,74.2467,2021,13,24.24,75.1,5.97
Chandgad,15.9012,74.2467,2022,1,20.35,67.74,0.01
Chandgad,15.9012,74.2467,2022,2,23.58,51.8,0.0
Chandgad,15.9012,74.2467,2022,3,27.77,47.38,0.4
Chandgad,15.9012,74.2467,2022,4,28.39,57.45,1.73
Chandgad,15.9012,74.2467,2022,5,27.19,69.35,2.24
Chandgad,15.9012,74.2467,2022,6,24.56,83.03,10.23
Chandgad,15.9012,74.2467,2022,7,23.26,91.5,16.92
Chandgad,15.9012,74.2467,2022,8,22.91,91.55,11.85
Chandgad,15.9012,74.2467,2022,9,22.89,91.08,8.51
Chandgad,15.9012,74.2467,2022,10,22.4,85.91,5.17
Chandgad,15.9012,74.2467,2022,11,21.12,80.58,0.07
Chandgad,15.9012,74.2467,2022,12,22.38,69.25,0.13
Chandgad,15.9012,74.2467,2022,13,23.9,74.02,4.81
Chandgad,15.9012,74.2467,2023,1,22.23,51.61,0.0
Chandgad,15.9012,74.2467,2023,2,25.68,27.31,0.0
Chandgad,15.9012,74.2467,2023,3,26.39,40.72,0.0
Chandgad,15.9012,74.2467,2023,4,28.4,48.68,0.45
Chandgad,15.9012,74.2467,2023,5,28.42,59.16,1.19
Chandgad,15.9012,74.2467,2023,6,26.27,75.17,5.94
Chandgad,15.9012,74.2467,2023,7,23.49,91.21,23.71
Chandgad,15.9012,74.2467,2023,8,23.32,89.35,3.68
Chandgad,15.9012,74.2467,2023,9,23.38,90.08,8.18
Chandgad,15.9012,74.2467,2023,10,23.8,79.58,1.39
Chandgad,15.9012,74.2467,2023,11,23.55,76.82,1.13
Chandgad,15.9012,74.2467,2023,12,23.11,58.28,0.03
Chandgad,15.9012,74.2467,2023,13,24.82,65.9,3.84
Gadhinglaj,16.1329,74.3877,1997,1,21.26,56.13,0.07
Gadhinglaj,16.1329,74.3877,1997,2,23.01,37.76,0.0
Gadhinglaj,16.1329,74.3877,1997,3,27.27,43.13,0.19
Gadhinglaj,16.1329,74.3877,1997,4,27.32,51.27,0.61
Gadhinglaj,16.1329,74.3877,1997,5,28.08,55.56,0.21
Gadhinglaj,16.1329,74.3877,1997,6,24.64,81.99,14.76
Gadhinglaj,16.1329,74.3877,1997,7,23.25,91.46,17.21
Gadhinglaj,16.1329,74.3877,1997,8,22.73,92.35,16.16
Gadhinglaj,16.1329,74.3877,1997,9,22.62,88.44,1.33
Gadhinglaj,16.1329,74.3877,1997,10,24.03,80.08,1.7
Gadhinglaj,16.1329,74.3877,1997,11,23.55,79.21,1.41
Gadhinglaj,16.1329,74.3877,1997,12,22.31,72.95,1.26
Gadhinglaj,16.1329,74.3877,1997,13,24.18,69.39,4.61
Gadhinglaj,16.1329,74.3877,1998,1,22.63,56.8,0.0
Gadhinglaj,16.1329,74.3877,1998,2,23.86,48.35,0.01
Gadhinglaj,16.1329,74.3877,1998,3,26.69,48.74,0.0
Gadhinglaj,16.1329,74.3877,1998,4,30.29,46.03,0.12
Gadhinglaj,16.1329,74.3877,1998,5,28.68,64.21,2.48
Gadhinglaj,16.1329,74.3877,1998,6,25.17,81.73,15.62
Gadhinglaj,16.1329,74.3877,1998,7,23.41,91.19,10.5
Gadhinglaj,16.1329,74.3877,1998,8,23.47,91.54,10.29
Gadhinglaj,16.1329,74.3877,1998,9,23.21,91.11,7.39
Gadhinglaj,16.1329,74.3877,1998,10,22.57,88.64,2.98
Gadhinglaj,16.1329,74.3877,1998,11,20.89,79.97,1.38
Gadhinglaj,16.1329,74.3877,1998,12,19.66,61.49,0.05
Gadhinglaj,16.1329,74.3877,1998,13,24.21,70.96,4.25
Gadhinglaj,16.1329,74.3877,1999,1,21.05,47.38,0.0
Gadhinglaj,16.1329,74.3877,1999,2,25.7,38.1,0.05
Gadhinglaj,16.1329,74.3877,1999,3,28.12,40.23,0.0
Gadhinglaj,16.1329,74.3877,1999,4,28.42,54.79,0.01
Gadhinglaj,16.1329,74.3877,1999,5,25.88,72.05,4.22
Gadhinglaj,16.1329,74.3877,1999,6,23.63,87.04,13.91
Gadhinglaj,16.1329,74.3877,1999,7,22.99,91.52,17.06
Gadhinglaj,16.1329,74.3877,1999,8,22.68,90.01,3.62
Gadhinglaj,16.1329,74.3877,1999,9,22.74,88.36,3.08
Gadhinglaj,16.1329,74.3877,1999,10,23.12,83.02,4.13
Gadhinglaj,16.1329,74.3877,1999,11,22.03,65.89,0.05
Gadhinglaj,16.1329,74.3877,1999,12,21.58,49.84,0.0
Gadhinglaj,16.1329,74.3877,1999,13,23.98,67.52,3.87
Gadhinglaj,16.1329,74.3877,2000,1,23.37,38.34,0.02
Gadhinglaj,16.1329,74.3877,2000,2,23.41,52.99,0.09
Gadhinglaj,16.1329,74.3877,2000,3,26.57,42.04,0.0
Gadhinglaj,16.1329,74.3877,2000,4,28.59,55.29,0.61
Gadhinglaj,16.1329,74.3877,2000,5,26.39,70.38,3.84
Gadhinglaj,16.1329,74.3877,2000,6,23.72,87.8,9.81
Gadhinglaj,16.1329,74.3877,2000,7,22.65,90.53,12.67
Gadhinglaj,16.1329,74.3877,2000,8,22.7,90.0,7.95
Gadhinglaj,16.1329,74.3877,2000,9,23.41,87.47,4.87
Gadhinglaj,16.1329,74.3877,2000,10,23.31,80.61,2.67
Gadhinglaj,16.1329,74.3877,2000,11,22.06,66.76,0.26
Gadhinglaj,16.1329,74.3877,2000,12,21.22,45.08,0.19
Gadhinglaj,16.1329,74.3877,2000,13,23.95,67.28,3.6
Gadhinglaj,16.1329,74.3877,2001,1,23.32,43.82,0.06
Gadhinglaj,16.1329,74.3877,2001,2,24.99,36.16,0.0
Gadhinglaj,16.1329,74.3877,2001,3,25.79,48.62,0.0
Gadhinglaj,16.1329,74.3877,2001,4,28.69,51.96,0.61
Gadhinglaj,16.1329,74.3877,2001,5,27.27,64.28,2.0
Gadhinglaj,16.1329,74.3877,2001,6,24.04,83.31,7.04
Gadhinglaj,16.1329,74.3877,2001,7,23.12,88.35,10.13
Gadhinglaj,16.1329,74.3877,2001,8,22.66,90.61,7.17
Gadhinglaj,16.1329,74.3877,2001,9,23.19,86.76,2.7
Gadhinglaj,16.1329,74.3877,2001,10,22.7,81.77,2.49
Gadhinglaj,16.1329,74.3877,2001,11,22.9,68.51,0.55
Gadhinglaj,16.1329,74.3877,2001,12,21.98,51.52,0.03
Gadhinglaj,16.1329,74.3877,2001,13,24.21,66.48,2.75
Gadhinglaj,16.1329,74.3877,2002,1,22.11,50.36,0.01
Gadhinglaj,16.1329,74.3877,2002,2,25.35,42.05,0.01
Gadhinglaj,16.1329,74.3877,2002,3,27.8,44.38,0.01
Gadhinglaj,16.1329,74.3877,2002,4,29.74,49.32,0.31
Gadhinglaj,16.1329,74.3877,2002,5,27.65,67.41,1.31
Gadhinglaj,16.1329,74.3877,2002,6,24.54,85.93,13.34
Gadhinglaj,16.1329,74.3877,2002,7,23.54,87.51,4.6
Gadhinglaj,16.1329,74.3877,2002,8,22.88,89.61,9.23
Gadhinglaj,16.1329,74.3877,2002,9,23.13,85.01,1.51
Gadhinglaj,16.1329,74.3877,2002,10,24.0,79.39,4.09
Gadhinglaj,16.1329,74.3877,2002,11,23.26,62.73,0.1
Gadhinglaj,16.1329,74.3877,2002,12,22.44,48.73,0.0
Gadhinglaj,16.1329,74.3877,2002,13,24.69,66.18,2.89
Gadhinglaj,16.1329,74.3877,2003,1,23.61,47.0,0.0
Gadhinglaj,16.1329,74.3877,2003,2,25.76,44.94,0.07
Gadhinglaj,16.1329,74.3877,2003,3,27.61,45.33,0.41
Gadhinglaj,16.1329,74.3877,2003,4,29.2,49.41,1.04
