District_Name,Taluka,Latitude,Longitude,Elevation_m,Agro_Climatic_Zone,Dominant_Soil_Reaction,Crop_Year,Season,Crop,Crop_Type,Mean_Temperature_C,Max_Temperature_C,Min_Temperature_C,Diurnal_Temp_Range_C,Relative_Humidity_pct,Total_Rainfall_mm,Solar_Radiation_MJ_m2_day,Wind_Speed_m_s,Soil_Moisture_Topsoil_frac,Soil_Moisture_Rootzone_frac,Soil_Fertility_Index_Score,Soil_N_Low_pct,Soil_N_Medium_pct,Soil_N_High_pct,Soil_P_Low_pct,Soil_P_Medium_pct,Soil_P_High_pct,Soil_K_Low_pct,Soil_K_Medium_pct,Soil_K_High_pct,Soil_OC_Low_pct,Soil_OC_Medium_pct,Soil_OC_High_pct,Soil_pH_Acidic_pct,Soil_pH_Neutral_pct,Soil_pH_Alkaline_pct,Soil_EC_NonSaline_pct,Soil_EC_Saline_pct,Soil_S_Sufficient_pct,Soil_Fe_Sufficient_pct,Soil_Zn_Sufficient_pct,Soil_Cu_Sufficient_pct,Soil_B_Sufficient_pct,Soil_Mn_Sufficient_pct,District_Area_ha,District_Production_t,District_Yield_t_per_ha
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1998,Rabi,Wheat,Cereals,23.0,33.47,12.76,20.71,59.3,136.73,20.14,2.05,0.492,0.632,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,7300.0,13400.0,1.836
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1998,Summer,Groundnut,Oilseeds,29.48,42.03,20.5,21.54,55.12,80.48,23.45,2.51,0.28,0.52,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2100.0,6400.0,3.048
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1998,Summer,Maize,Cereals,29.48,42.03,20.5,21.54,55.12,80.48,23.45,2.51,0.28,0.52,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,300.0,3.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1998,Summer,Rice,Cereals,29.48,42.03,20.5,21.54,55.12,80.48,23.45,2.51,0.28,0.52,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,300.0,700.0,2.333
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1998,Summer,Sunflower,Oilseeds,29.48,42.03,20.5,21.54,55.12,80.48,23.45,2.51,0.28,0.52,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Arhar/Tur,Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2000.0,800.0,0.4
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Bajra,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Castor Seed,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,300.0,100.0,0.333
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Cotton(Lint),Fiber Crops,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Groundnut,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,61800.0,89900.0,1.455
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Jowar,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,13100.0,24300.0,1.855
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Maize,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2700.0,3900.0,1.444
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Moong(Green Gram),Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,1400.0,900.0,0.643
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Niger Seed,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2300.0,600.0,0.261
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Other Kharif Pulses,Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,4900.0,1700.0,0.347
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Ragi,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,25800.0,42000.0,1.628
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Rice,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,103200.0,261900.0,2.538
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Small Millets,Cereals,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,800.0,700.0,0.875
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Soyabean,Oilseeds,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,63600.0,151800.0,2.387
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Kharif,Urad,Pulses,23.01,28.8,19.45,9.35,89.23,1150.78,14.77,3.92,0.85,0.853,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,4200.0,3200.0,0.762
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Gram,Pulses,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,12200.0,9300.0,0.762
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Jowar,Cereals,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,14300.0,16800.0,1.175
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Maize,Cereals,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,3300.0,5500.0,1.667
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Other Rabi Pulses,Pulses,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,3700.0,1800.0,0.486
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Small Millets,Cereals,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,1200.0,300.0,0.25
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Sunflower,Oilseeds,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Rabi,Wheat,Cereals,23.35,34.06,12.87,21.19,55.35,132.67,20.64,2.01,0.383,0.572,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,7600.0,15200.0,2.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Summer,Groundnut,Oilseeds,27.15,41.61,19.9,21.71,63.42,131.12,22.36,2.75,0.265,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2300.0,5000.0,2.174
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Summer,Maize,Cereals,27.15,41.61,19.9,21.71,63.42,131.12,22.36,2.75,0.265,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,200.0,2.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Summer,Rice,Cereals,27.15,41.61,19.9,21.71,63.42,131.12,22.36,2.75,0.265,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,300.0,700.0,2.333
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Summer,Sunflower,Oilseeds,27.15,41.61,19.9,21.71,63.42,131.12,22.36,2.75,0.265,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,1999,Whole Year,Sugarcane,Sugar,24.0,33.76,16.34,17.42,67.35,1412.83,19.06,2.74,0.537,0.66,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,91900.0,9107900.0,99.107
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Arhar/Tur,Pulses,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2000.0,900.0,0.45
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Cotton(Lint),Fiber Crops,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Groundnut,Oilseeds,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,65700.0,98900.0,1.505
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Jowar,Cereals,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,12400.0,19600.0,1.581
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Maize,Cereals,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2100.0,1300.0,0.619
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Moong(Green Gram),Pulses,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,1500.0,1300.0,0.867
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Niger Seed,Oilseeds,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2500.0,700.0,0.28
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Other Kharif Pulses,Pulses,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,6500.0,2400.0,0.369
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Ragi,Cereals,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,24800.0,34700.0,1.399
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Rice,Cereals,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,106300.0,232800.0,2.19
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Small Millets,Cereals,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,4400.0,2700.0,0.614
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Soyabean,Oilseeds,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,62900.0,121900.0,1.938
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Kharif,Urad,Pulses,23.12,28.65,19.29,9.36,88.95,1079.62,14.81,3.75,0.848,0.85,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,3000.0,900.0,0.3
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Gram,Pulses,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,12800.0,8700.0,0.68
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Jowar,Cereals,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,11500.0,15100.0,1.313
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Maize,Cereals,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,3700.0,6200.0,1.676
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Other Rabi Pulses,Pulses,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,3400.0,1200.0,0.353
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Small Millets,Cereals,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,500.0,100.0,0.2
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Sunflower,Oilseeds,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Rabi,Wheat,Cereals,23.45,34.45,13.73,20.71,53.51,98.32,20.11,1.91,0.41,0.59,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,8400.0,15000.0,1.786
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Summer,Groundnut,Oilseeds,27.49,42.09,19.54,22.55,62.83,137.34,23.62,2.94,0.365,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2300.0,6900.0,3.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Summer,Rice,Cereals,27.49,42.09,19.54,22.55,62.83,137.34,23.62,2.94,0.365,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,400.0,900.0,2.25
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Summer,Sunflower,Oilseeds,27.49,42.09,19.54,22.55,62.83,137.34,23.62,2.94,0.365,0.525,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,200.0,100.0,0.5
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2000,Whole Year,Sugarcane,Sugar,23.95,33.64,16.36,17.28,67.27,1316.56,19.0,2.72,0.544,0.665,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,89700.0,8158300.0,90.951
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2001,Kharif,Arhar/Tur,Pulses,23.25,28.94,19.68,9.27,87.26,828.5,15.25,4.13,0.785,0.787,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,2400.0,800.0,0.333
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2001,Kharif,Cotton(Lint),Fiber Crops,23.25,28.94,19.68,9.27,87.26,828.5,15.25,4.13,0.785,0.787,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,100.0,100.0,1.0
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2001,Kharif,Groundnut,Oilseeds,23.25,28.94,19.68,9.27,87.26,828.5,15.25,4.13,0.785,0.787,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,66900.0,132400.0,1.979
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2001,Kharif,Jowar,Cereals,23.25,28.94,19.68,9.27,87.26,828.5,15.25,4.13,0.785,0.787,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,10600.0,21900.0,2.066
Kolhapur,Chandgad,15.9012,74.2467,733.0,Sub-Montane Zone,Acidic Lateritic,2001,Kharif,Maize,Cereals,23.25,28.94,19.68,9.27,87.26,828.5,15.25,4.13,0.785,0.787,2.165,73.45,26.02,0.53,4.56,8.41,87.03,5.65,43.69,50.66,31.58,25.5,42.92,44.82,55.18,0.0,99.79,0.21,56.38,72.27,43.65,96.98,63.35,98.33,1800.0,3900.0,2.167
