District_Name,Crop_Year,Season,Crop,Crop_Type,Area_ha,Production_t,Yield_t_per_ha,Temperature_C,Humidity_pct,Rainfall_mm
Dharashiv,1999,Kharif,Cotton(Lint),Fiber Crops,3000.0,2000.0,0.667,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Groundnut,Oilseeds,11500.0,5700.0,0.496,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Jowar,Cereals,87600.0,81800.0,0.934,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Maize,Cereals,10700.0,13000.0,1.215,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Moong(Green Gram),Pulses,17900.0,2400.0,0.134,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Niger Seed,Oilseeds,10900.0,3000.0,0.275,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Other Kharif Pulses,Pulses,2800.0,900.0,0.321,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Rice,Cereals,15200.0,8500.0,0.559,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Sesamum,Oilseeds,6000.0,1200.0,0.2,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Small Millets,Cereals,500.0,500.0,1.0,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Soyabean,Oilseeds,2800.0,2400.0,0.857,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Sunflower,Oilseeds,34400.0,12000.0,0.349,26.1175,71.7075,330.93
Dharashiv,1999,Kharif,Urad,Pulses,39900.0,8300.0,0.208,26.1175,71.7075,330.93
Dharashiv,1999,Rabi,Gram,Pulses,50300.0,28100.0,0.559,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Jowar,Cereals,213500.0,181600.0,0.851,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Linseed,Oilseeds,10900.0,3800.0,0.349,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Other Rabi Pulses,Pulses,1500.0,700.0,0.467,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Safflower,Oilseeds,36300.0,19500.0,0.537,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Small Millets,Cereals,1000.0,500.0,0.5,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Sunflower,Oilseeds,37500.0,19900.0,0.531,24.013333333333332,39.7,102.77
Dharashiv,1999,Rabi,Wheat,Cereals,36200.0,28700.0,0.793,24.013333333333332,39.7,102.77
Dharashiv,1999,Summer,Groundnut,Oilseeds,4000.0,4100.0,1.025,31.715,32.365,46.17
Dharashiv,1999,Summer,Maize,Cereals,200.0,300.0,1.5,31.715,32.365,46.17
Dharashiv,1999,Summer,Sunflower,Oilseeds,1000.0,600.0,0.6,31.715,32.365,46.17
Dharashiv,1999,Whole Year,Sugarcane,Sugar,26600.0,1859500.0,69.906,25.99166666666667,50.921666666666674,470.51000000000005
Dharashiv,2000,Kharif,Arhar/Tur,Pulses,83600.0,58500.0,0.7,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Bajra,Cereals,19700.0,10600.0,0.538,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Cotton(Lint),Fiber Crops,2600.0,1100.0,0.423,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Groundnut,Oilseeds,10700.0,4900.0,0.458,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Jowar,Cereals,89600.0,113400.0,1.266,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Maize,Cereals,12000.0,11400.0,0.95,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Moong(Green Gram),Pulses,17900.0,5000.0,0.279,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Niger Seed,Oilseeds,6700.0,2200.0,0.328,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Other Kharif Pulses,Pulses,2700.0,900.0,0.333,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Rice,Cereals,17200.0,8400.0,0.488,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Sesamum,Oilseeds,6800.0,1500.0,0.221,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Small Millets,Cereals,4000.0,2500.0,0.625,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Soyabean,Oilseeds,2100.0,1700.0,0.81,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Sunflower,Oilseeds,33800.0,15900.0,0.47,25.5075,76.36,535.9399999999999
Dharashiv,2000,Kharif,Urad,Pulses,46400.0,19600.0,0.422,25.5075,76.36,535.9399999999999
Dharashiv,2000,Rabi,Gram,Pulses,53100.0,30100.0,0.567,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Jowar,Cereals,226600.0,179400.0,0.792,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Linseed,Oilseeds,10700.0,3000.0,0.28,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Maize,Cereals,200.0,300.0,1.5,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Other Rabi Pulses,Pulses,1000.0,400.0,0.4,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Safflower,Oilseeds,35300.0,15000.0,0.425,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Small Millets,Cereals,600.0,300.0,0.5,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Sunflower,Oilseeds,34000.0,18000.0,0.529,24.588333333333335,37.24,56.97
Dharashiv,2000,Rabi,Wheat,Cereals,34500.0,34200.0,0.991,24.588333333333335,37.24,56.97
Dharashiv,2000,Summer,Groundnut,Oilseeds,4000.0,4400.0,1.1,32.2,34.06,77.66
Dharashiv,2000,Summer,Sunflower,Oilseeds,600.0,300.0,0.5,32.2,34.06,77.66
Dharashiv,2000,Whole Year,Sugarcane,Sugar,25700.0,1853300.0,72.113,25.91083333333334,50.20583333333334,683.75
Dharashiv,2001,Kharif,Arhar/Tur,Pulses,68100.0,35100.0,0.515,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Bajra,Cereals,18500.0,5500.0,0.297,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Castor Seed,Oilseeds,500.0,10.0,0.02,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Cotton(Lint),Fiber Crops,2500.0,900.0,0.36,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Groundnut,Oilseeds,8600.0,2900.0,0.337,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Jowar,Cereals,82400.0,51300.0,0.623,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Maize,Cereals,9000.0,5200.0,0.578,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Moong(Green Gram),Pulses,18900.0,1500.0,0.079,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Niger Seed,Oilseeds,4500.0,900.0,0.2,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Other Kharif Pulses,Pulses,1300.0,300.0,0.231,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Rice,Cereals,15800.0,2400.0,0.152,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Sesamum,Oilseeds,5200.0,1200.0,0.231,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Small Millets,Cereals,2100.0,1400.0,0.667,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Soyabean,Oilseeds,3600.0,700.0,0.194,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Sunflower,Oilseeds,20300.0,5000.0,0.246,26.185000000000002,71.3975,521.2
Dharashiv,2001,Kharif,Urad,Pulses,46700.0,3800.0,0.081,26.185000000000002,71.3975,521.2
Dharashiv,2001,Rabi,Gram,Pulses,58400.0,30600.0,0.524,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Jowar,Cereals,253600.0,171300.0,0.675,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Linseed,Oilseeds,11900.0,5900.0,0.496,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Other Rabi Pulses,Pulses,1300.0,500.0,0.385,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Rapeseed &Mustard,Oilseeds,300.0,100.0,0.333,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Safflower,Oilseeds,35000.0,10600.0,0.303,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Small Millets,Cereals,1200.0,600.0,0.5,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Sunflower,Oilseeds,38100.0,17100.0,0.449,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Rabi,Wheat,Cereals,27000.0,25300.0,0.937,23.563333333333333,50.365,143.08999999999995
Dharashiv,2001,Summer,Groundnut,Oilseeds,700.0,700.0,1.0,32.235,35.545,38.3
Dharashiv,2001,Summer,Maize,Cereals,200.0,300.0,1.5,32.235,35.545,38.3
Dharashiv,2001,Summer,Sunflower,Oilseeds,200.0,100.0,0.5,32.235,35.545,38.3
Dharashiv,2001,Whole Year,Sugarcane,Sugar,27100.0,1662800.0,61.358,25.990833333333338,53.14166666666666,700.79
Dharashiv,2002,Kharif,Arhar/Tur,Pulses,81500.0,44100.0,0.541,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Bajra,Cereals,20500.0,8300.0,0.405,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Cotton(Lint),Fiber Crops,1900.0,1200.0,0.632,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Groundnut,Oilseeds,7900.0,3700.0,0.468,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Jowar,Cereals,85900.0,76100.0,0.886,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Maize,Cereals,10900.0,7100.0,0.651,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Moong(Green Gram),Pulses,21300.0,6400.0,0.3,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Niger Seed,Oilseeds,5100.0,1600.0,0.314,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Other Kharif Pulses,Pulses,2500.0,400.0,0.16,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Rice,Cereals,16700.0,5200.0,0.311,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Sesamum,Oilseeds,5500.0,1600.0,0.291,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Small Millets,Cereals,500.0,200.0,0.4,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Soyabean,Oilseeds,4700.0,5200.0,1.106,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Sunflower,Oilseeds,20500.0,10900.0,0.532,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Kharif,Urad,Pulses,52200.0,25000.0,0.479,26.2525,72.6275,483.48999999999995
Dharashiv,2002,Rabi,Gram,Pulses,58400.0,22200.0,0.38,25.095,40.848333333333336,117.52
Dharashiv,2002,Rabi,Jowar,Cereals,251400.0,146000.0,0.581,25.095,40.848333333333336,117.52
Dharashiv,2002,Rabi,Linseed,Oilseeds,12700.0,3000.0,0.236,25.095,40.848333333333336,117.52
Dharashiv,2002,Rabi,Other Rabi Pulses,Pulses,900.0,300.0,0.333,25.095,40.848333333333336,117.52
Dharashiv,2002,Rabi,Safflower,Oilseeds,32600.0,13000.0,0.399,25.095,40.848333333333336,117.52
Dharashiv,2002,Rabi,Sunflower,Oilseeds,42200.0,20100.0,0.476,25.095,40.848333333333336,117.52
Dharashiv,2002,Rabi,Wheat,Cereals,25800.0,28600.0,1.109,25.095,40.848333333333336,117.52
Dharashiv,2002,Summer,Groundnut,Oilseeds,500.0,800.0,1.6,32.74,33.8,76.65
Dharashiv,2002,Summer,Maize,Cereals,100.0,100.0,1.0,32.74,33.8,76.65
Dharashiv,2002,Summer,Sunflower,Oilseeds,100.0,100.0,1.0,32.74,33.8,76.65
Dharashiv,2002,Whole Year,Sugarcane,Sugar,24600.0,1277000.0,51.911,26.537500000000005,50.54583333333333,660.19
Dharashiv,2003,Kharif,Arhar/Tur,Pulses,75000.0,14500.0,0.193,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Bajra,Cereals,19700.0,5500.0,0.279,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Cotton(Lint),Fiber Crops,1800.0,1100.0,0.611,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Groundnut,Oilseeds,7800.0,2100.0,0.269,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Jowar,Cereals,77200.0,39100.0,0.506,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Maize,Cereals,11400.0,3900.0,0.342,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Moong(Green Gram),Pulses,23100.0,5100.0,0.221,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Niger Seed,Oilseeds,5700.0,2100.0,0.368,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Other Kharif Pulses,Pulses,3100.0,500.0,0.161,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Other Oilseeds,Oilseeds,800.0,100.0,0.125,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Rice,Cereals,18000.0,2600.0,0.144,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Sesamum,Oilseeds,6300.0,1000.0,0.159,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Small Millets,Cereals,600.0,300.0,0.5,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Soyabean,Oilseeds,23300.0,10100.0,0.433,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Sunflower,Oilseeds,22900.0,6100.0,0.266,26.9075,69.115,352.33000000000004
Dharashiv,2003,Kharif,Urad,Pulses,53000.0,11600.0,0.219,26.9075,69.115,352.33000000000004
Dharashiv,2003,Rabi,Gram,Pulses,59900.0,11700.0,0.195,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Jowar,Cereals,282200.0,39600.0,0.14,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Linseed,Oilseeds,6600.0,1400.0,0.212,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Other Rabi Pulses,Pulses,1000.0,100.0,0.1,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Rapeseed &Mustard,Oilseeds,500.0,100.0,0.2,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Safflower,Oilseeds,36900.0,7100.0,0.192,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Small Millets,Cereals,800.0,200.0,0.25,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Sunflower,Oilseeds,41400.0,5800.0,0.14,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Rabi,Wheat,Cereals,21900.0,4600.0,0.21,24.833333333333332,42.565000000000005,50.379999999999995
Dharashiv,2003,Summer,Groundnut,Oilseeds,100.0,100.0,1.0,32.989999999999995,29.595,36.61
Dharashiv,2003,Summer,Sunflower,Oilseeds,100.0,0.0,0.0,32.989999999999995,29.595,36.61
Dharashiv,2003,Whole Year,Banana,Fruits,100.0,7510.0,75.1,27.041666666666668,49.67666666666667,452.21999999999997
Dharashiv,2003,Whole Year,Grapes,Fruits,433.0,5869.0,13.554,27.041666666666668,49.67666666666667,452.21999999999997
Dharashiv,2003,Whole Year,Mango,Fruits,4991.0,9230.0,1.849,27.041666666666668,49.67666666666667,452.21999999999997
Dharashiv,2003,Whole Year,Onion,Vegetable,550.0,2967.0,5.395,27.041666666666668,49.67666666666667,452.21999999999997
Dharashiv,2003,Whole Year,Sugarcane,Sugar,12400.0,343500.0,27.702,27.041666666666668,49.67666666666667,452.21999999999997
Dharashiv,2003,Whole Year,Tomato,Vegetable,543.0,1712.0,3.153,27.041666666666668,49.67666666666667,452.21999999999997
Dharashiv,2004,Kharif,Arhar/Tur,Pulses,83500.0,42600.0,0.51,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Bajra,Cereals,19200.0,6600.0,0.344,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Castor Seed,Oilseeds,600.0,100.0,0.167,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Cotton(Lint),Fiber Crops,5700.0,5300.0,0.93,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Groundnut,Oilseeds,7800.0,3600.0,0.462,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Jowar,Cereals,77800.0,57800.0,0.743,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Maize,Cereals,12100.0,9600.0,0.793,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Moong(Green Gram),Pulses,22400.0,10400.0,0.464,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Niger Seed,Oilseeds,6400.0,2100.0,0.328,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Other Cereals,Cereals,1100.0,600.0,0.545,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Other Kharif Pulses,Pulses,2100.0,500.0,0.238,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Rice,Cereals,18500.0,6700.0,0.362,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Sesamum,Oilseeds,6200.0,1600.0,0.258,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Small Millets,Cereals,1100.0,600.0,0.545,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Soyabean,Oilseeds,27200.0,33300.0,1.224,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Sunflower,Oilseeds,23600.0,9800.0,0.415,25.565,77.14750000000001,601.43
Dharashiv,2004,Kharif,Urad,Pulses,51900.0,25400.0,0.489,25.565,77.14750000000001,601.43
Dharashiv,2004,Rabi,Gram,Pulses,51100.0,26000.0,0.509,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Jowar,Cereals,255700.0,144500.0,0.565,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Linseed,Oilseeds,6900.0,3100.0,0.449,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Maize,Cereals,900.0,1200.0,1.333,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Other Cereals,Cereals,400.0,200.0,0.5,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Other Rabi Pulses,Pulses,1300.0,300.0,0.231,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Rapeseed &Mustard,Oilseeds,500.0,200.0,0.4,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Safflower,Oilseeds,36200.0,18200.0,0.503,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Small Millets,Cereals,400.0,200.0,0.5,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Sunflower,Oilseeds,40400.0,23700.0,0.587,24.17833333333333,44.915,53.21
Dharashiv,2004,Rabi,Wheat,Cereals,25700.0,19900.0,0.774,24.17833333333333,44.915,53.21
Dharashiv,2004,Summer,Groundnut,Oilseeds,1900.0,3100.0,1.632,31.03,43.35,124.95
Dharashiv,2004,Summer,Maize,Cereals,500.0,500.0,1.0,31.03,43.35,124.95
Dharashiv,2004,Summer,Sunflower,Oilseeds,900.0,400.0,0.444,31.03,43.35,124.95
Dharashiv,2004,Whole Year,Sugarcane,Sugar,4200.0,224600.0,53.476,25.767500000000002,55.050000000000004,775.11
Dharashiv,2005,Kharif,Arhar/Tur,Pulses,84700.0,49800.0,0.588,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Bajra,Cereals,20100.0,8500.0,0.423,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Castor Seed,Oilseeds,1000.0,100.0,0.1,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Cotton(Lint),Fiber Crops,4500.0,5600.0,1.244,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Groundnut,Oilseeds,7100.0,4100.0,0.577,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Jowar,Cereals,73200.0,65400.0,0.893,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Maize,Cereals,10900.0,8300.0,0.761,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Moong(Green Gram),Pulses,18300.0,11300.0,0.617,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Niger Seed,Oilseeds,6100.0,1400.0,0.23,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Other Kharif Pulses,Pulses,2300.0,500.0,0.217,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Rice,Cereals,17000.0,6400.0,0.376,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Sesamum,Oilseeds,5600.0,1600.0,0.286,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Soyabean,Oilseeds,33500.0,36300.0,1.084,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Sunflower,Oilseeds,25500.0,13800.0,0.541,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Kharif,Urad,Pulses,46500.0,26900.0,0.578,26.045,77.05250000000001,712.5899999999999
Dharashiv,2005,Rabi,Gram,Pulses,63900.0,44700.0,0.7,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Jowar,Cereals,259600.0,210500.0,0.811,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Linseed,Oilseeds,4900.0,1500.0,0.306,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Maize,Cereals,1000.0,2100.0,2.1,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Other Rabi Pulses,Pulses,1300.0,300.0,0.231,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Safflower,Oilseeds,37700.0,26000.0,0.69,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Sunflower,Oilseeds,43400.0,31900.0,0.735,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Rabi,Wheat,Cereals,36300.0,36800.0,1.014,22.871666666666666,51.245000000000005,119.03
Dharashiv,2005,Summer,Groundnut,Oilseeds,7000.0,8900.0,1.271,31.655,36.055,76.44999999999999
Dharashiv,2005,Summer,Maize,Cereals,200.0,200.0,1.0,31.655,36.055,76.44999999999999
Dharashiv,2005,Summer,Sunflower,Oilseeds,2100.0,1600.0,0.762,31.655,36.055,76.44999999999999
Dharashiv,2005,Whole Year,Sugarcane,Sugar,10900.0,723400.0,66.367,25.616666666666664,56.854166666666664,908.3799999999999
Dharashiv,2006,Kharif,Arhar/Tur,Pulses,95900.0,49500.0,0.516,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Bajra,Cereals,20000.0,10200.0,0.51,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Castor Seed,Oilseeds,1000.0,100.0,0.1,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Cotton(Lint),Fiber Crops,5100.0,4900.0,0.961,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Groundnut,Oilseeds,8000.0,5300.0,0.662,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Jowar,Cereals,72900.0,53400.0,0.733,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Maize,Cereals,12500.0,12000.0,0.96,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Moong(Green Gram),Pulses,19000.0,2000.0,0.105,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Niger Seed,Oilseeds,6100.0,1300.0,0.213,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Other Kharif Pulses,Pulses,2400.0,600.0,0.25,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Rice,Cereals,17500.0,6700.0,0.383,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Sesamum,Oilseeds,5000.0,1000.0,0.2,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Small Millets,Cereals,1200.0,1100.0,0.917,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Soyabean,Oilseeds,32400.0,19500.0,0.602,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Sunflower,Oilseeds,34800.0,20000.0,0.575,25.68,77.3025,558.04
Dharashiv,2006,Kharif,Urad,Pulses,47700.0,5700.0,0.119,25.68,77.3025,558.04
Dharashiv,2006,Rabi,Gram,Pulses,72100.0,42900.0,0.595,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Jowar,Cereals,237500.0,173700.0,0.731,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Linseed,Oilseeds,5600.0,1600.0,0.286,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Maize,Cereals,1000.0,2400.0,2.4,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Other Rabi Pulses,Pulses,1200.0,700.0,0.583,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Rapeseed &Mustard,Oilseeds,300.0,100.0,0.333,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Safflower,Oilseeds,35500.0,19700.0,0.555,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Sunflower,Oilseeds,43500.0,25400.0,0.584,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Rabi,Wheat,Cereals,38600.0,33900.0,0.878,23.81833333333333,51.83166666666667,117.31
Dharashiv,2006,Summer,Groundnut,Oilseeds,7900.0,8400.0,1.063,32.269999999999996,34.43,113.65999999999998
Dharashiv,2006,Summer,Maize,Cereals,1600.0,1000.0,0.625,32.269999999999996,34.43,113.65999999999998
Dharashiv,2006,Summer,Sunflower,Oilseeds,2100.0,1300.0,0.619,32.269999999999996,34.43,113.65999999999998
Dharashiv,2006,Whole Year,Sugarcane,Sugar,39600.0,3120700.0,78.806,25.7225,57.592499999999994,806.37
Dharashiv,2007,Kharif,Arhar/Tur,Pulses,100000.0,115200.0,1.152,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Bajra,Cereals,20600.0,10200.0,0.495,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Castor Seed,Oilseeds,100.0,,0.0,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Cotton(Lint),Fiber Crops,3800.0,5600.0,1.474,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Groundnut,Oilseeds,7100.0,4000.0,0.563,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Jowar,Cereals,67800.0,50200.0,0.74,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Maize,Cereals,13600.0,11100.0,0.816,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Moong(Green Gram),Pulses,23100.0,9800.0,0.424,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Niger Seed,Oilseeds,4500.0,1400.0,0.311,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Other Kharif Pulses,Pulses,1400.0,400.0,0.286,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Rice,Cereals,16600.0,6900.0,0.416,26.2025,75.9375,653.83
Dharashiv,2007,Kharif,Sesamum,Oilseeds,5000.0,1200.0,0.24,26.2025,75.9375,653.83
